angle,x,y,z
0.044978588604468725,2264.601803123457,598.5159516133817,-9296.825765142534
0.08946562594669748,-105.73818715464128,-71.69753492026003,-482.008386286278
0.06692670341904995,-45.09066451188103,-404.54758251946737,-1301.316326007166
0.013813930920287841,-277.48077991041606,267.0615320793157,-386.0709087512691
0.022620145938262046,-409.583885524213,297.67253644634764,-669.6051438536311
0.050371028151580864,-171.05952410920952,38.782771017738156,80.56227701406488
0.06094878389222162,-182.28069576043788,64.35829754893365,-434.34579977646507
0.01580646935638318,192.8526943363563,-426.0958565065987,412.7728034770298
0.04918501059451258,-67.62110506170735,-275.5432067829435,-421.9707189654424
0.01788965531271207,502.3259635643411,-374.86974203016183,1442.0776471825204
0.09930345045015428,212.34048206150095,-158.17330826441705,61.4822887196774
0.017760585559974684,-326.7068272563137,531.7240502925824,2190.234127130223
0.1801296988382911,3.9452395694154525,-275.0863021994287,-737.8887974456208
0.009201694356411046,255.16368298645546,198.28024652683305,311.32409519481837
0.00753268777882514,178.86864264627258,-225.37940451682482,-2199.2668628074643
0.029186453710593807,-320.4082969440233,-287.1758536048108,-521.5535746290305
0.03758935402936889,-220.1391114215505,52.8739052030608,208.24065186971632
0.08154524788881123,-104.08108641261212,80.08122133242506,99.46603899303068
0.031781586159395,-195.05887341195637,22.32218599004986,-141.77799944964147
0.022536096588801874,-315.45694813326236,-316.988847830052,735.1041268569896
0.004743413645497665,40.17199539682228,957.5016426290222,13732.263648904183
0.019606831003620605,596.1737049578013,-231.47945366658587,2763.546216522189
0.07440259611594771,-259.2784720808377,375.458772442522,599.9691197379889
0.0042800234024446505,287.3316034616901,-42.68692601318406,-85.5182343060128
0.07616761137790809,427.30746921026713,287.4234760426385,3278.2595006039846
0.029771520844718288,138.82912999490563,243.5485880197336,546.4370501479103
0.12339157216667432,2.1151412937668965,367.93020240638435,-1073.032796231902
0.0004986267432283622,-219.6553473332289,1046.850685407897,8367.328289088902
0.11219492029791558,-87.73027691791322,469.81933754733933,-1348.1861760830036
0.03923237566772329,-2.001573218123994,-92.17548066845683,-221.47958506084325
0.019610567435415144,-156.89950783968527,7.117237181727214,-585.7016025513692
0.029452153148416534,-220.3810546194692,358.05385951517854,-540.5105729184938
0.01724646631136134,-203.4922087651368,-102.42608647223395,438.03973034654996
0.008176768478609674,419.4933697986046,-47.36423409711158,-599.7356172094052
0.017008376392934073,125.95339563149608,-31.378260164464688,-1185.6417554156933
0.02217079106041668,280.1083637157878,264.19497322738016,-783.7251324191532
0.011268618745806522,285.8387507856213,26.316808836093706,471.41631055002995
0.032134243941845206,211.34330094614398,37.382859820511044,-529.0113107143768
0.2781105636378192,-132.92304777390507,-327.2381011444109,-182.6396361001943
0.010183262626721713,-280.22208165043116,377.26781578285755,1488.0504646729123
0.027099861290597244,-264.99719976119707,-274.986238240222,292.8393358228302
0.07445276949294312,15.265809296070948,-55.81960125929909,-436.83103644970237
0.04006807726849236,-307.209964458654,-31.263322214849644,-1295.3738609238417
0.013215268944370372,-19.78814516163043,484.8167425709233,-1764.5337269264044
0.05757866153283744,-216.60505895219393,-255.7909968491668,-228.43478382560602
0.0413445556609772,-156.88288667223088,-68.4255567844204,-863.2636854469708
0.01660369261648612,121.14304648665586,254.01272309918798,-782.9250774350866
0.11301967634865397,-143.5622947934709,197.1431328097728,-2431.15363090988
0.11956514145588773,392.20735810791393,335.5455934389363,-548.523132424194
0.006188381439865939,375.4309880539011,-571.5296880871765,-2005.29660739574
0.06328167379719983,-261.0386437497873,-431.2959566896701,-649.4967203824431
0.007430683948820962,-113.84149377963277,250.88821359419967,-595.5087117433459
0.055277325672212614,-188.10335401191466,260.8029941749123,680.6962052858875
0.0008476755936671899,-2365.768083633076,-7281.139447663452,-52465.38569168969
0.004131085713062206,32.70065254015549,1908.4747786676817,-7203.091498297235
0.01287150164489888,-2071.782341200398,-47.88800899376605,-8573.400879954825
