PDGnumb,PosX,PosY,PosZ,Momentum[GeV],theta,phi
13,-195.812,-33.3765,1400,0.859951,2.51123,3.96949
13,-291.579,316.663,1400,0.217128,2.79133,2.41319
13,-106.81,-30.4498,1400,3.32029,2.68585,1.64387
-13,111.875,44.0028,1400,1.41305,2.64338,4.70283
-13,-248.587,-90.2006,1400,2.16874,2.82432,4.78254
-13,-446.053,-178.547,1400,1.25973,2.01325,1.83817
13,-384.949,268.208,1400,3.35293,2.63506,1.69381
-13,-108.329,-121.684,1400,0.603794,2.48012,2.91603
-13,-331.506,-67.7904,1400,2.37924,2.53358,5.76613
13,226.572,-462.659,1400,0.377292,3.09795,0.515093
13,-284.927,-408.46,1400,0.293865,2.64449,6.14339
-13,202.386,-364.615,1400,0.513509,2.39479,1.04353
-13,-470.914,-484.256,1400,0.783502,2.97119,3.37859
13,-371.201,401.911,1400,1.0805,2.32134,5.13557
-13,-279.959,267.689,1400,0.419294,2.6177,3.13687
13,58.1487,478.047,1400,1.27595,2.65884,1.1473
-13,-32.9013,306.525,1400,0.0888223,2.73232,0.418714
-13,-467.624,24.6225,1400,11.8146,2.7311,1.1319
-13,415.519,182.421,1400,0.339559,2.60929,2.54471
13,-339.907,322.7,1400,2.23708,2.69388,6.23698
13,322.862,7.89323,1400,1.36901,2.7506,3.34722
13,-199.234,39.2444,1400,5.12367,2.85177,5.55595
13,389.285,79.1096,1400,0.660791,2.14149,3.33212
13,-254.401,169.798,1400,1.0759,2.37367,2.14426
13,202.466,-231.396,1400,0.999677,2.65578,5.96974
13,332.532,-297.621,1400,0.306853,2.51113,3.97229
13,-213.692,101.162,1400,0.215544,2.35294,5.06179
13,464.015,364.819,1400,2.95242,2.36069,0.307674
13,-216.495,-465.657,1400,0.441704,2.78295,5.68507
13,48.2425,73.2979,1400,0.0195018,2.59825,4.4384
-13,273.23,174.102,1400,0.487899,2.6107,2.73963
-13,241.754,-426.239,1400,2.83981,2.59955,4.31931
13,336.777,37.0982,1400,1.62479,2.88401,4.22243
-13,101.242,-249.714,1400,4.72313,2.44827,1.37467
-13,-104.657,-355.127,1400,0.749326,2.5177,4.41312
13,326.34,-19.6013,1400,2.90047,2.8825,4.14217
13,-496.551,386.395,1400,0.525655,2.21791,5.43391
13,222.288,63.1236,1400,5.42027,2.71803,6.14278
13,-197.124,383.918,1400,2.96804,2.21752,5.41884
-13,-215.07,365.647,1400,0.306453,2.69123,1.66317
-13,353.517,-83.5178,1400,2.44351,2.1201,2.6324
13,436.515,-145.755,1400,1.53693,2.3519,3.07536
13,398.825,-148.782,1400,6.94103,2.45559,5.66573
-13,-314.641,172.487,1400,5.85753,2.42646,6.10481
-13,254.032,-380.116,1400,0.914155,2.46861,3.30527
-13,38.8244,193.05,1400,1.07281,2.86016,4.71845
-13,-164.554,-436.032,1400,1.12447,2.53309,5.8164
-13,-224.405,168.862,1400,5.7972,2.45351,2.06912
13,347.493,384.519,1400,6.80842,2.38784,5.20669
13,470.953,-170.875,1400,0.300962,2.44582,0.954862
13,101.805,467.313,1400,11.0607,2.18539,2.19214
-13,178.52,-37.9244,1400,1.07631,2.84888,2.69214
13,-464.884,462.328,1400,5.30021,2.38639,1.14337
13,201.144,-361.452,1400,0.831718,2.86443,2.85787
13,-432.898,493.899,1400,5.38482,2.80855,2.53688
-13,-222.256,80.8976,1400,1.80208,3.03829,4.34222
-13,-498.996,465.816,1400,1.85327,2.69575,5.1313
-13,0.663614,482.45,1400,0.838072,2.68416,3.61638
13,57.7921,105.734,1400,1.08437,2.14457,5.84842
13,-414.904,-342.954,1400,0.332397,3.02683,2.09605
13,218.024,31.7103,1400,4.44506,2.29822,1.90657
-13,168.039,-29.2883,1400,3.88027,2.53037,0.427718
13,81.0789,132.228,1400,0.772051,2.3898,0.514773
13,386.012,382,1400,2.97265,2.29675,0.505432
13,-118.341,198.227,1400,1.38024,2.92307,4.4025
-13,-145.448,362.475,1400,0.551318,2.64049,4.18498
13,430.93,420.684,1400,1.35508,2.39482,4.63577
13,-472.785,329.624,1400,1.54157,2.50407,3.38886
13,-213.725,253.798,1400,2.67323,2.83783,0.220441
13,395.178,223.82,1400,100.393,2.04977,3.23668
-13,-440.798,-407.585,1400,0.139851,2.40975,4.41489
13,-301.244,-314.852,1400,2.40067,2.54359,0.517478
13,423.478,-360.226,1400,1.7708,2.51075,3.58757
-13,-293.146,-150.5,1400,52.1859,2.48184,1.16414
13,330.52,-40.6043,1400,4.97862,2.76005,0.983634
13,236.802,-145.915,1400,1.06055,2.4978,2.73471
13,-26.492,-477.278,1400,0.255421,3.11858,4.40142
-13,-7.96628,105.154,1400,2.52886,2.36467,2.60087
13,-118.246,-356.544,1400,4.40829,2.312,3.85355
-13,-198.296,-373.42,1400,2.61429,2.49163,1.7817
13,-358.166,-37.4474,1400,1.0269,3.07071,0.477638
13,-72.0328,58.8178,1400,10.9935,2.22541,0.428486
-13,352.154,20.0524,1400,11.2102,2.33397,5.96311
13,128.395,465.449,1400,0.767825,2.76484,0.0201323
13,237.99,-222.341,1400,0.317011,3.03712,6.12476
-13,-136.171,419.273,1400,2.08833,2.583,3.12
-13,-484.318,467.651,1400,2.55865,2.34416,0.0856869
-13,-325.524,444.279,1400,2.46515,2.58251,5.44499
13,462.22,-421.031,1400,0.344425,2.70296,3.30402
-13,-69.0652,26.9435,1400,14.4091,2.77919,0.264589
13,438.988,-406.143,1400,1.73385,2.73342,5.66416
-13,-243.586,-109.546,1400,1.92022,2.36909,4.94005
13,168.52,366.507,1400,0.790144,2.72253,3.35901
-13,103.349,272.846,1400,0.19477,2.77287,4.93338
-13,-405.771,139.437,1400,0.65082,2.40061,3.39633
13,234.011,-321.187,1400,1.06896,2.552,3.70182
13,-46.6226,334.358,1400,1.15038,2.37207,3.32628
13,-259.385,-419.204,1400,0.382394,2.50301,4.58705
-13,1.20057,-389.866,1400,0.249578,2.77695,5.34372
13,419.696,-42.0294,1400,0.38742,2.49009,5.73581
-13,-273.24,57.5918,1400,1.48093,3.02604,1.89114
13,399.68,-349.834,1400,0.824177,2.73822,2.29209
-13,220.471,-1.60211,1400,0.758124,2.51265,0.0594199
13,320.538,-405.466,1400,5.0066,2.60079,5.45399
13,71.2494,-34.3382,1400,1.4593,2.50635,1.55038
13,-333.914,-222.267,1400,2.89628,2.495,2.26338
13,-2.08117,-407.637,1400,2.18787,2.76717,0.083336
13,-371.777,-268.088,1400,1.05775,2.26833,0.621181
13,-345.289,-15.703,1400,2.13866,2.03405,5.11617
13,-443.486,239.266,1400,2.2876,2.63515,0.91436
13,-8.41831,-270.945,1400,22.6676,1.93095,6.26047
13,-494.404,17.7018,1400,0.669647,2.56648,2.66801
13,-323.01,-491.098,1400,1.33236,2.55819,2.10716
-13,248.909,473.941,1400,2.34299,3.02484,0.877919
-13,-297.897,-297.932,1400,6.4665,2.18097,0.755215
-13,343.46,288.676,1400,0.437315,2.54294,4.97964
13,328.3,-416.679,1400,0.439997,2.31442,4.05552
-13,161.994,12.3923,1400,0.153332,2.90345,2.00508
13,287.104,-340.569,1400,0.126321,2.54675,2.70992
-13,53.562,-150.594,1400,1.78721,2.83131,0.678298
13,406.365,488.874,1400,1.60765,2.92779,4.6444
13,122.51,66.5472,1400,1.63784,2.62403,0.779881
-13,-395.19,-322.693,1400,3.22848,2.59864,4.29209
13,-298.842,312.976,1400,0.490055,2.58105,4.52432
13,212.77,136.233,1400,1.18567,2.29967,2.34864
13,78.0099,469.926,1400,2.57991,2.61888,3.3129
-13,-199.029,-202.665,1400,3.24205,2.49296,3.70497
13,-440.008,359.937,1400,1.70739,3.02279,3.32469
-13,243.334,-264.64,1400,0.1372,2.50505,2.6666
13,389.507,47.5134,1400,10.8363,2.79215,3.45313
-13,294.102,-105.488,1400,3.62869,2.26798,6.19873
-13,115.584,324.006,1400,1.90829,2.78625,0.777029
13,-81.572,49.9357,1400,1.78747,2.61496,2.25149
-13,410.055,64.3787,1400,1.98872,2.53024,1.52581
-13,-211.276,-154.22,1400,1.98101,2.82347,5.02645
-13,353.41,-334.261,1400,1.45717,2.56191,3.58855
-13,290.239,230.549,1400,3.96921,2.43411,5.91622
13,495.355,-381.161,1400,1.39922,2.56158,3.17885
-13,284.284,-494.753,1400,0.404632,2.65415,5.35061
13,-297.907,283.543,1400,4.84391,2.93169,2.60958
-13,-470.493,-376.183,1400,43.3249,2.5456,2.55414
-13,254.672,-224.125,1400,5.67964,2.85404,2.92767
13,158.03,335.722,1400,1.94729,2.92077,5.65614
13,48.2281,113.204,1400,4.85459,3.00286,3.46912
-13,342.627,-192.295,1400,1.19858,2.84112,3.08169
-13,147.451,274.319,1400,0.254331,2.52424,0.298289
13,217.263,216.598,1400,2.38186,2.86067,6.18831
13,303.063,-440.948,1400,2.28779,2.56855,1.75499
-13,65.9199,-118.013,1400,43.2583,1.88185,5.90355
-13,60.8767,-192.223,1400,8.24688,2.69942,3.09772
13,-218.633,440.913,1400,0.696983,2.78632,3.14869
-13,-288.52,-262.895,1400,0.495816,2.74357,4.59845
13,-491.606,199.034,1400,2.57583,2.44718,1.07406
13,-135.705,270.009,1400,0.668183,2.28913,0.8702
13,-60.8324,129.953,1400,2.67175,2.42039,6.12504
13,-458.855,123.775,1400,5.71035,2.60028,4.78171
13,259.47,-425.703,1400,0.488515,2.21794,2.65185
-13,-215.572,-83.0612,1400,1.13552,2.7174,2.74395
13,-88.2891,-281.801,1400,1.66034,2.81741,5.41217
-13,-180.853,36.0661,1400,2.68024,3.03323,4.43933
13,-475.607,331.838,1400,8.78796,2.90596,4.15591
13,276.838,-12.4365,1400,23.1964,2.0702,3.12192
-13,269.178,252.597,1400,0.0451858,2.81272,2.14291
-13,-491.304,-113.851,1400,1.72226,2.78271,2.77554
13,345.963,-134.363,1400,5.81805,3.05932,5.30434
13,-386.435,-475.017,1400,32.9703,3.02717,5.35831
13,343.396,74.6583,1400,0.338021,2.43928,4.80199
-13,-252.474,13.051,1400,12.7506,2.62078,4.86342
-13,15.3946,465.899,1400,0.404032,2.2328,4.23675
-13,4.89211,-371.676,1400,6.72009,2.77651,0.76649
-13,-113.404,320.658,1400,0.667921,2.30447,1.57046
-13,97.256,-23.5184,1400,0.999014,2.48174,6.13585
13,391.844,-137.423,1400,10.3894,2.38073,2.58831
-13,332.643,252.451,1400,2.69046,2.45864,5.62879
-13,-360.37,-162.758,1400,2.21236,2.96894,4.58812
-13,-493.796,466.842,1400,0.464827,2.92001,0.894813
13,-408.501,342.355,1400,0.946071,2.74956,2.97627
13,-179.957,268.668,1400,0.180729,2.70931,5.93704
-13,-472.214,162.769,1400,5.63024,2.24575,5.5945
13,-458.825,-356.071,1400,1.90363,2.64457,2.70401
13,-36.3829,-397.935,1400,0.646346,2.09426,2.74834
13,-401.833,22.3264,1400,4.956,2.89597,0.711718
13,-413.501,-422.218,1400,2.29947,2.12437,4.53309
13,100.104,-93.2339,1400,2.75584,2.58781,4.98606
13,335.417,-169.143,1400,2.49829,2.28016,1.11316
-13,-403.041,396.904,1400,6.9649,2.59283,1.01404
-13,129.846,-371.464,1400,0.20932,2.64509,6.0848
13,-208.391,142.385,1400,0.432943,2.72083,2.79509
-13,-353.427,-486.736,1400,3.58584,2.60834,4.05573
-13,-126.03,93.9352,1400,4.05541,2.53109,5.11076
13,-433.019,-75.7652,1400,0.847918,3.00644,5.36428
13,54.1095,288.034,1400,2.68553,3.08723,5.42328
13,131.126,-17.1368,1400,3.80264,2.34781,0.360916
13,-55.677,26.8437,1400,0.098406,2.77558,2.51112
13,409.668,55.9088,1400,1.25664,2.72301,1.4827
-13,-258.714,182.638,1400,1.0748,2.79282,6.26047
-13,485.503,485.793,1400,0.409586,2.08698,6.13278
13,9.01618,176.514,1400,1.68646,2.80922,6.19711
-13,449.544,347.983,1400,1.63744,2.64997,2.39135
13,-324.994,-27.7437,1400,0.478839,3.02754,4.82611
13,256.029,102.997,1400,0.682983,2.31495,1.26583
13,-20.504,-120.174,1400,1.23558,2.96707,5.59081
13,-329.452,-156.94,1400,1.21654,2.83221,3.40322
-13,-466.836,246.151,1400,1.04675,2.95162,2.08848
13,-350.455,-251.983,1400,0.37913,2.3455,3.49637
-13,477.213,-259.418,1400,12.3607,2.7811,5.55128
-13,-123.908,-346.594,1400,0.882956,2.76842,1.60375
-13,-325.858,213.59,1400,1.25906,2.94219,1.68253
13,-437.424,215.816,1400,0.329595,2.27195,6.01418
-13,224.009,282.516,1400,0.632364,2.80406,4.89503
13,338.112,410.266,1400,8.11776,2.52332,3.75014
-13,-132.945,-186.379,1400,4.78557,2.68087,1.84874
13,18.4115,305.508,1400,2.19731,2.52254,3.15214
13,32.906,31.0932,1400,18.3544,3.07376,2.25684
-13,-262.996,-98.6945,1400,2.85543,2.9678,5.42875
13,139.635,-480.067,1400,13.4951,2.64985,3.81113
13,457.409,150.727,1400,0.632982,2.1354,1.65876
13,357.864,-78.1297,1400,6.19096,2.67152,0.665169
-13,438.039,-320.876,1400,0.617315,2.99168,1.97313
13,-380.788,383.534,1400,1.47276,2.6882,3.15159
13,46.8737,-420.864,1400,2.04944,2.64331,5.86094
-13,389.008,-13.2893,1400,0.298025,2.74779,0.780256
-13,-209.23,-189.401,1400,8.42158,1.92768,1.17518
13,266.617,300.739,1400,0.393836,2.57709,5.64462
13,-432.013,14.7576,1400,2.07773,3.00933,5.30523
-13,310.382,-94.8461,1400,2.8089,2.35959,0.979333
-13,-291.125,-101.423,1400,0.372331,2.59957,2.0658
13,-407.978,143.157,1400,1.52032,2.7563,5.75897
-13,333.903,-32.9463,1400,0.911685,2.51595,4.47895
-13,387.002,254.974,1400,8.83721,2.48517,5.29399
13,299.992,93.5401,1400,16.056,2.88976,3.68875
-13,380.16,392.622,1400,0.537199,2.53089,1.651
-13,37.5662,51.3427,1400,7.81188,2.51363,3.77995
-13,217.074,206.383,1400,1.37385,2.78395,1.47465
-13,138.118,-369.021,1400,1.86831,2.37481,5.57411
13,-141.264,-94.0827,1400,1.51117,2.9845,1.691
13,-246.498,329.623,1400,3.7677,2.75222,1.09337
13,297.758,-105.263,1400,0.394449,2.87259,0.532903
-13,412.749,400.242,1400,2.30402,2.53702,5.91816
13,-268.028,-378.527,1400,1.99908,2.91704,1.18572
-13,-306.297,-438.601,1400,3.44904,2.44446,0.363367
13,373.003,345.633,1400,2.09841,2.39035,3.50711
13,217.398,411.895,1400,42.1103,2.05345,5.19543
-13,67.7399,453.761,1400,0.778529,2.34744,2.98886
13,141.458,323.957,1400,12.2282,2.69357,0.898221
-13,155.5,-192.008,1400,1.87494,2.51877,1.03716
13,-373.608,-451.374,1400,2.76708,2.82578,2.66861
13,-64.3705,3.12153,1400,0.349618,2.39456,3.97276
13,-56.9531,153.583,1400,1.2757,2.11305,5.25721
13,478.122,-464.501,1400,4.07552,2.47214,0.185242
-13,89.0946,1.8122,1400,14.859,2.18921,1.94158
13,20.5436,179.922,1400,10.2628,2.17482,4.7035
13,273.903,-494.243,1400,2.71557,2.18068,3.1761
-13,164.511,-243.746,1400,1.56952,2.93165,5.97685
-13,-72.5965,499.761,1400,5.86205,2.61255,5.21015
13,448.039,329.253,1400,6.66081,2.70982,0.752677
13,-447.983,-391.98,1400,5.02156,2.51708,0.862868
13,96.3858,222.433,1400,13.4186,2.74432,3.0097
13,185.283,255.398,1400,0.04621,2.85695,1.40603
13,355.431,209.417,1400,0.120983,3.05658,4.83678
-13,-465.895,143.844,1400,1.10546,2.84102,4.18873
-13,-38.9993,-116.969,1400,0.610421,3.01867,3.09621
13,348.754,428.839,1400,0.67736,2.51495,3.60584
-13,444.779,-340.605,1400,0.743882,2.65452,3.82042
13,-257.509,66.1738,1400,4.09912,2.8328,3.31024
13,395.632,183.067,1400,2.82538,2.88052,5.49434
13,-347.733,322.172,1400,0.21235,2.20768,2.02744
-13,25.21,189.711,1400,3.21277,2.74842,2.50444
-13,-128.075,211.508,1400,0.558142,2.63921,4.36901
13,48.0755,-486.1,1400,1.78519,2.18054,1.82602
13,154.427,-411.594,1400,3.59898,3.01281,0.00324557
13,-325.996,-452.442,1400,3.05898,2.78538,2.47031
13,480.586,-175.456,1400,1.57427,2.94361,2.96468
-13,-332.871,82.0553,1400,2.54373,2.90444,0.117286
13,326.33,280.909,1400,2.74095,2.35685,0.819123
13,-103.386,292.636,1400,1.15671,2.7633,5.78567
-13,-376.65,-372.496,1400,1.24851,2.24035,5.19545
-13,-100.014,-168.818,1400,3.75054,2.98892,0.750507
13,456.138,281.372,1400,10.7625,2.37122,2.5399
-13,45.272,121.163,1400,2.31664,2.87556,6.16497
-13,-440.695,10.3746,1400,0.642319,2.79345,2.29167
-13,444.845,112.323,1400,5.31767,2.72493,0.751627
-13,417.712,-237.478,1400,1.818,2.27192,4.30941
13,-108.617,-146.54,1400,1.02129,2.6387,3.91892
-13,-235.758,-490.312,1400,4.10341,2.68443,2.73126
13,112.014,-244.606,1400,0.318919,2.47567,2.83067
13,-478.302,-108.051,1400,0.513688,2.60212,0.240538
-13,-47.0945,-350.042,1400,0.929888,2.8134,5.30745
13,-485.587,157.081,1400,4.93578,2.26684,2.88068
13,416.655,-413.136,1400,0.214031,2.48387,4.64393
13,428.708,-414.027,1400,0.386962,3.01821,0.453769
-13,-431.425,435.743,1400,0.1777,2.75462,3.96025
13,-388.38,270.657,1400,1.69029,2.60652,2.8054
13,-110.147,258.078,1400,4.20945,2.54102,0.300179
13,-99.0061,302.541,1400,0.402641,2.95556,4.92554
13,271.027,181.512,1400,1.64097,2.70917,1.81621
13,206.175,332.157,1400,3.51358,2.27182,5.29053
13,102.861,447.528,1400,3.71227,2.47936,1.05326
-13,-242.395,-467.934,1400,0.360675,2.6763,1.67982
13,-386.146,473.496,1400,0.95283,2.11291,1.92185
-13,-371.12,-43.9762,1400,0.431487,2.49708,5.88488
-13,433.241,208.446,1400,5.15041,2.45473,0.506529
13,74.4597,-293.543,1400,13.6691,1.75856,4.01689
13,390.302,262.988,1400,0.0665873,2.55073,0.524525
13,-482.201,-436.647,1400,1.09403,2.83406,4.40715
13,-476.821,398.739,1400,10.475,3.09467,4.02877
-13,241.705,272.836,1400,2.31222,2.60435,4.88567
13,-445.062,195.139,1400,0.372611,2.93846,0.0871872
13,343.43,30.2951,1400,5.51488,2.12811,3.05063
-13,255.313,298.027,1400,0.858679,2.9536,0.533161
13,223.338,-247.216,1400,3.5276,2.43832,4.19232
13,-437.387,363.669,1400,0.172356,2.68916,0.138711
-13,-466.464,-63.2752,1400,1.88527,2.41039,5.82853
13,139.91,-136.975,1400,0.909733,2.78986,3.75829
-13,55.3783,-43.1678,1400,0.705723,2.7559,5.34177
13,429.138,370.34,1400,0.880523,2.55573,5.16581
-13,-113.542,287.148,1400,16.8656,2.27293,2.28269
13,49.6002,-410.395,1400,3.12886,2.54831,1.82907
13,300.942,-76.4997,1400,1.99818,2.68642,0.728238
13,-184.026,-389.019,1400,2.47784,2.71136,2.47027
13,420.36,-21.4002,1400,1.36552,2.62891,0.114638
13,359.145,-186.525,1400,1.08448,2.83258,1.60844
13,-126.996,-447.806,1400,5.88192,2.73406,0.340799
-13,-269,-163.832,1400,2.83952,2.47839,2.70168
-13,206.19,45.4511,1400,2.7659,2.62211,4.37517
-13,452.051,-312.342,1400,1.79065,2.6316,4.92996
13,-21.5616,-151.357,1400,2.06195,2.86307,1.84511
13,-349.294,386.704,1400,6.87805,2.81066,4.51163
-13,-42.5283,199.796,1400,1.60475,2.29671,1.4907
13,-217.118,-261.618,1400,4.24231,2.46669,5.96606
13,371.004,294.373,1400,0.333854,2.79345,1.23777
13,458.314,-244.931,1400,0.76965,2.95893,0.545644
-13,-143.019,110.875,1400,1.29239,2.68947,5.72917
13,253.555,-372.172,1400,376.547,1.99201,5.14868
13,97.7616,-489.093,1400,0.870444,2.7538,2.108
13,37.2048,299.14,1400,0.158743,2.64804,2.17206
-13,-121.5,-6.95581,1400,9.16011,2.0684,5.45877
-13,384.818,-407.536,1400,4.81662,2.36578,3.40465
-13,-372.623,410.812,1400,0.0374545,2.95981,3.79012
13,139.918,302.756,1400,0.671187,2.31255,1.69055
-13,90.755,222.074,1400,11.7101,2.31005,2.12378
13,-355.575,-389.73,1400,1.60456,2.76527,2.16027
-13,-254.434,260.98,1400,1.24618,2.7546,4.93331
13,-223.603,-467.403,1400,4.33453,2.16541,4.72299
13,-218.155,360.951,1400,3.41511,2.84969,4.72737
-13,439.487,248.122,1400,2.42063,2.43764,5.88717
13,3.94479,233.581,1400,13.8302,2.56305,3.31098
13,92.0709,-461.457,1400,1.57496,2.72135,1.18761
-13,329.649,-337.438,1400,0.804488,2.20768,1.16472
13,-60.0578,-379.883,1400,5.87269,2.55518,5.52899
13,-45.507,-225.541,1400,15.0063,2.73789,1.98294
13,-24.5003,-343.509,1400,5.06398,2.44492,3.64481
-13,-453.085,-478.024,1400,0.644643,2.79028,1.32491
13,182.453,-80.9136,1400,1.18833,2.7476,1.88856
-13,-293.424,-68.5174,1400,1.28144,2.56635,0.11034
13,-16.9613,-64.6735,1400,0.484901,3.06309,4.00472
-13,-351.322,-105.903,1400,3.4175,2.47254,3.64213
13,-134.204,-429.67,1400,1.0805,2.75587,0.829192
-13,101.677,-65.1198,1400,3.58334,2.70867,1.8843
13,-59.3604,-403.061,1400,18.5304,1.86471,4.78567
13,147.187,-421.212,1400,0.733987,2.46533,0.662619
13,-299.596,78.9671,1400,6.11332,2.75562,5.93887
13,-311.687,267.292,1400,0.180608,2.95153,0.981305
-13,-255.058,-463.107,1400,0.321372,2.42631,3.29127
-13,150.699,-286.406,1400,0.385397,2.88188,0.15687
-13,439.453,-445.025,1400,5.02409,2.90109,2.63602
13,245.157,-382.241,1400,2.9325,2.62576,2.54867
13,214.788,119.128,1400,1.93597,2.47103,4.86758
13,-441.7,219.156,1400,7.8115,2.59672,1.89773
-13,163.951,455.84,1400,0.864305,2.76373,2.46683
-13,459.544,388.515,1400,3.80284,2.76316,4.378
13,-469.415,-252.33,1400,0.802605,2.2927,2.29837
13,-230.265,-88.7004,1400,0.931724,2.73671,1.39071
-13,-251.321,273.475,1400,1.32107,3.02395,3.63017
-13,296.019,-106.898,1400,1.40887,2.71874,6.23335
13,4.02966,-76.6731,1400,4.65173,2.98177,1.20446
-13,86.1395,-382.113,1400,0.227642,2.70546,2.95175
-13,300.773,-435.771,1400,0.052276,2.44891,1.97319
13,323.935,-208.135,1400,0.184525,2.36406,1.04154
13,-354.754,445.002,1400,3.66206,2.36659,0.0455174
-13,71.8657,-138.765,1400,4.32944,2.25193,3.88818
13,263.877,-87.4474,1400,4.39381,2.78043,3.73988
13,-190.66,-287.003,1400,2.28299,2.35342,2.42828
13,431.997,-56.9013,1400,2.36982,2.34142,0.935799
13,-302.535,106.693,1400,52.2725,1.96021,2.06277
-13,245.639,438.258,1400,42.7201,2.27989,3.79104
13,-486.635,-450.299,1400,0.425295,2.67467,5.09747
13,310.796,326.932,1400,4.30498,3.05982,4.94853
13,187.635,93.428,1400,1.76077,2.98707,5.6041
13,-260.686,350.791,1400,2.50033,2.25334,3.89299
13,-483.591,41.9208,1400,0.891311,2.47763,0.916722
13,105.37,176.749,1400,18.084,2.20556,1.94108
13,-103.999,-218.587,1400,1.22962,2.06222,4.96347
-13,-472.805,-287.049,1400,3.42981,2.88913,2.19975
13,-325.516,-202.566,1400,2.28699,2.48083,3.53397
13,-421.636,-492.562,1400,1.74526,2.39462,0.463608
13,-290.769,239.579,1400,6.85899,2.92926,1.39903
13,456.456,-67.4238,1400,8.70444,2.24606,0.49839
-13,-448.452,75.2473,1400,4.48589,2.94491,5.08528
13,-248.789,271.647,1400,4.96704,2.48355,1.25205
13,208.31,-84.0394,1400,0.55693,2.53013,6.00588
-13,104.199,25.7755,1400,13.0351,3.02009,0.0216715
13,-225.12,-257.165,1400,4.54513,2.66696,1.52795
-13,-58.7672,411.829,1400,40.175,2.79668,2.40591
-13,71.6417,-44.4839,1400,1.42442,2.36006,2.97486
13,-158.965,-78.8825,1400,4.68385,2.1894,1.94272
-13,259.716,238.227,1400,1.72764,2.59715,3.36869
13,-48.8057,-219.74,1400,2.62229,2.331,1.34439
13,-495.073,298.656,1400,0.565379,2.89575,4.04925
-13,-395.165,222.613,1400,2.38071,2.41807,3.74671
-13,345.496,-32.2843,1400,1.62322,2.39086,0.983659
-13,4.03939,426.452,1400,0.169174,2.40599,0.977832
-13,-155.994,440.68,1400,1.33569,2.66002,1.55095
-13,-299.818,-429.782,1400,2.54733,2.74977,5.89456
-13,-162.225,-355.238,1400,4.21493,2.8256,3.60207
13,-144.569,-315.304,1400,3.46772,2.6045,0.917537
-13,-378.917,196.634,1400,0.142502,2.70364,3.7401
13,-41.6302,198.665,1400,3.12416,2.65211,3.40954
13,-376.668,-171.233,1400,1.40568,2.97339,3.5112
13,489.983,165.793,1400,0.589434,2.53382,0.681429
-13,371.306,-385.441,1400,2.32111,2.12223,0.619157
-13,119.228,-420.526,1400,16.0034,2.91298,2.83494
13,386.802,154.291,1400,3.58896,2.33763,4.11428
13,27.1238,170.5,1400,1.24238,2.42665,3.20676
-13,-434.293,-292.864,1400,2.40045,2.9382,1.98976
-13,213.895,318.963,1400,4.13414,2.71769,2.19104
-13,9.04829,-163.184,1400,0.596435,2.90809,4.85673
13,296.527,-4.46842,1400,0.504112,2.48901,2.71858
-13,389.809,218.07,1400,0.918874,2.45727,2.88339
-13,430.639,-223.933,1400,1.82777,2.5365,2.66932
13,-370.408,37.994,1400,1.97699,2.45345,1.25245
-13,-257.792,-214.195,1400,1.90719,2.57404,4.61642
-13,62.5602,-145.999,1400,1.42701,2.6748,4.96601
13,-119.473,-202.297,1400,2.00109,2.48177,3.3933
13,7.75165,371.347,1400,2.52102,2.40874,3.65942
-13,-117.962,398.418,1400,12.6931,2.45682,4.45544
13,-299.434,-404.734,1400,9.2957,2.26047,2.02123
13,-152.556,-484.121,1400,0.60907,2.75414,3.93429
13,54.6817,-116.78,1400,1.55272,2.69491,4.324
13,101.935,-259.873,1400,0.288153,2.8286,4.31669
-13,138.393,-457.517,1400,1.83959,3.02779,2.46474
-13,-455.769,-348.305,1400,2.98589,2.13699,2.46293
13,451.777,-64.0303,1400,2.2887,2.6349,5.07216
-13,-475.789,352.101,1400,4.21983,2.58425,2.88828
13,-314.834,472.313,1400,0.0903947,2.40026,5.67502
13,-154.372,35.4166,1400,4.19496,2.54138,4.14041
13,72.2921,-45.0264,1400,0.981809,3.00453,5.01323
13,300.18,-291.601,1400,2.63823,2.49622,2.80548
13,-479.017,-402.96,1400,1.71919,2.31131,3.54215
13,-358.915,32.5792,1400,1.86427,2.77508,0.415644
13,268.099,243.218,1400,2.98151,2.37143,1.86439
-13,110.374,305.091,1400,0.409325,2.97505,0.0731444
13,297.687,-175.293,1400,3.74244,1.96994,4.73432
-13,-217.259,401.51,1400,0.149709,2.67371,4.06112
13,145.063,351.804,1400,2.70538,2.52001,1.34879
-13,-327.452,-52.1615,1400,15.2208,2.37404,1.93434
13,427.956,192.175,1400,17.9365,2.59094,1.8749
-13,-459.47,438.613,1400,0.947177,2.74298,0.349321
13,239.083,343.614,1400,2.5582,2.82922,0.573716
13,320.404,-417.648,1400,1.37604,3.10222,2.04094
13,-188.543,-90.731,1400,36.9436,2.61471,5.9567
13,-49.7221,280.606,1400,36.5348,2.53558,4.2118
-13,403.436,-481.966,1400,1.27505,2.88093,4.43811
13,-278.084,176.962,1400,2.92759,2.89422,2.45053
13,207.875,475.937,1400,7.03294,2.67838,0.980103
13,-437.34,468.824,1400,2.65017,2.9453,2.85832
-13,-122.337,234.492,1400,7.76224,2.45109,1.15463
13,-296.831,386.237,1400,2.89375,2.88712,5.65217
-13,-67.0359,120.034,1400,3.21374,2.16271,5.8347
