PDGnumb,PosX,PosY,PosZ,Momentum[GeV],theta,phi
13,303.593,193.082,1400,5.19463,2.66794,4.03158
13,166.958,112.738,1400,12.0526,2.66542,1.99926
-13,-94.6401,-421.632,1400,2.8877,1.9446,1.53686
-13,-16.9573,-49.8621,1400,0.556162,2.92971,2.25936
13,-468.466,-448.064,1400,1.01459,2.84076,5.00537
13,-270.941,410.922,1400,60.2254,2.7296,5.65085
13,82.781,252.12,1400,2.00536,3.00063,1.19572
-13,-372.309,-213.869,1400,62.7418,2.12677,4.6513
-13,-28.5084,-437.797,1400,1.3872,2.81356,5.40832
-13,-133.028,447.029,1400,0.948533,2.54397,5.00149
-13,117.645,-284.124,1400,0.943698,2.314,2.7017
13,329.974,-19.6162,1400,1.37257,2.55412,4.0635
13,293.802,339.035,1400,0.864649,2.75356,2.17272
-13,343.656,-37.2181,1400,0.450827,2.49609,4.4923
-13,56.3966,137.56,1400,0.730712,2.54882,1.25272
13,-222.898,-425.018,1400,0.539756,2.84825,1.84634
-13,304.608,116.083,1400,7.56128,2.44905,2.31671
-13,179.971,-177.607,1400,3.43152,2.92134,0.778277
-13,97.0917,206.935,1400,0.805974,3.05097,4.57538
-13,478.795,304.291,1400,8.70659,2.81666,5.16437
-13,-54.0699,-469.688,1400,4.09615,1.96588,2.78023
13,-235.123,-42.7815,1400,3.6542,2.56849,2.38171
13,-55.0613,212.266,1400,3.28522,2.7141,4.25274
13,254.085,292.566,1400,11.7326,2.10704,2.71313
-13,-487.022,-132.752,1400,0.820652,2.57465,5.88615
13,-423.676,-273.626,1400,4.97764,2.72483,0.620553
13,-319.226,489.042,1400,1.22995,3.04865,2.33721
13,391.208,430.338,1400,10.0842,2.91763,5.02064
13,-250.084,56.2411,1400,3.31648,2.77587,3.98683
13,-432.6,-404.357,1400,3.87944,2.24655,4.74537
13,399.705,272.078,1400,0.701943,2.81977,5.24653
-13,388.843,57.6864,1400,1.9092,2.79026,2.25883
13,-404.765,198.023,1400,0.148082,2.94631,4.5027
-13,176.098,462.147,1400,1.85993,2.67867,5.0864
-13,-319.154,-398.736,1400,6.9637,2.50012,2.2429
13,-102.487,-62.1249,1400,20.6115,2.90469,5.10256
13,-92.3632,-401.588,1400,3.75671,2.37379,4.5866
13,-143.505,-245.213,1400,13.8456,2.09057,2.18068
-13,85.9131,433.413,1400,4.24942,2.97654,3.55918
13,-162.087,220.307,1400,5.70614,2.59731,3.85409
13,-266.407,249.51,1400,3.39455,2.56616,5.56466
-13,-288.821,-247.132,1400,4.18218,2.44676,6.19823
-13,371.481,-276.774,1400,0.191414,2.68418,1.73163
-13,492.855,380.34,1400,1.27619,1.91655,1.41914
13,-356.592,-21.6644,1400,1.03615,2.59028,3.09879
13,-52.8665,-59.3711,1400,0.0306972,2.65791,1.87988
13,272.296,-157.439,1400,9.29563,2.2356,3.51187
13,-425.064,-264.061,1400,2.69015,2.22288,5.59771
13,-223.891,194.507,1400,0.553287,2.50943,4.87382
-13,62.2831,376.524,1400,15.4768,3.02501,1.73493
-13,66.0176,-437.996,1400,9.7408,2.58485,0.743316
13,215.345,-447.558,1400,1.26452,2.53407,1.74933
13,46.9935,167.55,1400,2.39332,1.94776,2.22523
13,387.116,289.094,1400,1.90739,2.27625,3.43192
13,19.0576,266.092,1400,1.51498,2.74329,1.17584
-13,462.364,-47.7979,1400,2.27652,2.45042,1.4278
13,-40.9646,392.919,1400,2.39637,2.61395,6.11986
-13,138.436,-354.611,1400,0.414178,2.96627,1.39006
13,-12.7424,-81.4613,1400,3.90697,2.80895,0.202207
13,258.473,98.1587,1400,3.38868,2.33853,0.128254
13,-410.502,85.2931,1400,2.03177,2.97691,2.90042
13,-10.4869,-377.466,1400,13.7176,2.52005,2.611
-13,-112.565,478.198,1400,11.1851,2.0282,0.753618
13,-297.879,-256.056,1400,2.72408,2.31488,1.37113
-13,395.993,336.616,1400,2.371,2.02083,3.20874
-13,316.751,-478.094,1400,1.76727,2.0971,5.32727
13,104.6,-341.899,1400,0.811481,2.34161,5.13611
-13,131.673,-308.527,1400,0.830808,2.15359,0.667992
13,6.92317,62.7328,1400,10.6258,2.51905,3.3857
13,-284.033,236.947,1400,1.23469,2.80389,6.19896
-13,-378.153,-399.138,1400,0.255522,2.53914,0.906149
-13,456.161,-49.7873,1400,0.146906,2.55351,1.48511
13,30.1289,87.0839,1400,0.563714,2.46906,5.16822
-13,-43.9615,-440.751,1400,27.0397,2.69729,0.032039
13,289.107,-167.931,1400,2.55054,2.30074,3.70305
-13,-380.328,202.04,1400,0.551965,2.72763,5.31506
13,45.9754,462.805,1400,1.74335,2.97707,5.0048
-13,-412.219,65.7772,1400,3.97316,2.47975,1.41605
-13,478.535,-475.442,1400,18.6839,1.84401,3.23109
-13,254.421,-416.078,1400,1.80628,2.49249,6
13,-254.427,0.855134,1400,0.430555,2.99536,3.77213
13,-180.913,-61.6503,1400,3.40517,2.35074,5.44972
-13,390.946,193.604,1400,13.6396,2.29389,4.93936
-13,-450.305,404.655,1400,4.16296,2.89108,3.68003
-13,113.327,76.0403,1400,2.53046,2.55066,0.743095
13,-84.0017,289.167,1400,9.4014,2.50778,6.06132
13,-449.706,-391.142,1400,1.8074,2.14236,0.192794
-13,122.935,-477.089,1400,1.14698,1.95872,5.44255
-13,161.021,69.6355,1400,2.43802,2.82522,6.07705
-13,492.268,227.845,1400,62.5902,2.41318,4.73509
-13,-119.242,-342.975,1400,3.28707,2.40173,2.83541
13,-49.6463,-327.719,1400,4.27564,2.456,4.61235
13,442.138,393.443,1400,2.20379,2.36202,6.03285
-13,-28.0483,361.447,1400,0.247214,2.82543,2.49194
-13,-242.62,-246.69,1400,29.8841,2.24457,6.07815
13,421.378,407.583,1400,3.15985,2.73258,4.92663
13,476.365,-178.285,1400,0.740122,2.39293,1.11186
-13,148.288,-172.023,1400,12.4879,2.91265,5.30896
-13,490.115,-320.706,1400,1.15865,2.87137,5.49638
13,-274.526,-138.3,1400,4.04681,2.98399,3.60969
-13,-467.415,-19.0586,1400,3.23096,2.24564,3.52699
13,-9.01419,-227.223,1400,6.2161,2.13201,0.904266
-13,156.541,-99.6692,1400,0.732439,2.81183,4.14609
13,484.213,-67.7316,1400,0.303912,2.52356,1.69893
-13,-310.983,-9.89647,1400,2.1158,2.55045,2.84652
-13,334.452,-491.121,1400,0.458528,2.92055,5.21485
13,-451.183,106.26,1400,0.896626,2.77707,0.524805
-13,-222.835,362.151,1400,0.791315,2.67152,6.14578
-13,178.69,-404.197,1400,0.867364,2.64992,4.39434
13,-156.344,-137.394,1400,25.0659,2.61087,3.42961
13,77.6279,44.466,1400,0.386278,2.62434,0.124941
13,364.025,470.577,1400,13.7398,2.40715,0.765705
-13,330.258,212.82,1400,1.27165,2.21671,2.32597
13,-113.927,-323.983,1400,1.26833,2.88752,5.51042
-13,398.673,-154.422,1400,13.1743,2.62063,1.73419
13,257.206,433.309,1400,3.51684,1.92673,5.28728
13,-126.612,159.008,1400,0.627656,2.6665,2.75089
13,-440.347,-476.238,1400,1.95328,2.24045,2.08914
13,165.564,199.764,1400,17.7957,2.95389,2.08678
13,427.24,477.883,1400,1.44568,2.89624,3.65079
-13,262.129,371.853,1400,0.640344,2.60662,1.53251
-13,-272.861,-80.5269,1400,1.38666,2.82573,0.77834
-13,112.764,-343.571,1400,2.35617,2.8459,3.51129
13,96.279,-241.297,1400,2.02173,2.61315,0.468447
13,100.04,452.305,1400,7.20739,2.68811,1.81121
13,-444.633,444.624,1400,0.442729,1.89689,1.60555
-13,-4.91105,79.8511,1400,1.24006,2.58226,2.54152
-13,449.297,72.2161,1400,2.92385,2.43078,2.02936
-13,-416.495,199.819,1400,1.46827,2.28683,3.91567
-13,3.23658,-241.972,1400,0.0172286,2.59411,2.55978
-13,-384.449,-479.049,1400,2.73502,2.39352,3.03779
-13,466.537,21.6971,1400,0.395371,2.77806,5.43619
-13,90.6177,45.4375,1400,5.09067,2.96624,4.70236
13,-179.6,-194.999,1400,8.07758,2.49572,1.50605
-13,386.692,-299.244,1400,5.3039,2.06996,2.89987
13,499.36,-58.3906,1400,42.281,1.73474,2.01615
-13,216.761,141.884,1400,0.990976,2.5536,4.78823
13,317.007,296.918,1400,2.92947,3.04005,5.87789
13,315.39,-371.853,1400,4.20353,2.8233,5.18451
-13,-291.793,-444.916,1400,0.734693,2.97834,0.462075
13,234.023,-246.823,1400,1.95144,2.58584,3.6106
13,-303.678,296.137,1400,0.697032,2.43738,5.79961
-13,344.067,-37.8873,1400,8.02137,2.95403,5.52004
-13,376.34,344.31,1400,0.339063,3.03311,1.97935
13,-182.863,-138.427,1400,19.5279,2.41949,4.59404
-13,159.747,-4.38047,1400,5.82208,1.87267,0.797417
-13,-183.069,-399.851,1400,0.637946,2.60252,5.59008
-13,-345.628,463.274,1400,0.858363,2.52845,1.21232
13,381.764,151.19,1400,22.8292,2.34403,5.47333
-13,356.513,498.69,1400,2.0987,2.76241,1.12082
13,278.762,238.605,1400,9.79525,2.0289,5.33396
13,-87.8736,84.8756,1400,1.7048,2.71814,1.60306
13,198.278,192.346,1400,0.464203,2.42046,5.65915
13,182.296,-408.053,1400,1.53888,2.50318,0.224086
-13,-61.8889,-261.464,1400,5.09608,2.25293,2.86034
-13,377.254,97.0608,1400,12.0037,2.3247,0.435216
13,140.301,-329.717,1400,3.50503,2.92086,2.88805
13,186.22,67.6904,1400,0.470088,2.68075,3.14452
-13,403.385,-380.354,1400,0.844266,2.27783,0.732719
-13,448.558,-497.222,1400,0.196622,2.59715,3.83518
13,142.192,330.594,1400,2.43475,2.34402,0.784067
13,-99.0155,-204.846,1400,3.80703,2.25819,2.19564
13,78.5397,-55.1719,1400,2.76994,2.92614,4.69354
13,-70.3874,-419.758,1400,1.19504,2.86012,5.45449
-13,488.899,384.271,1400,1.63996,2.54443,1.67495
13,195.771,151.931,1400,1.03811,2.59229,2.26436
13,413.379,-132.804,1400,2.02228,2.23241,3.33025
13,-376.315,199.216,1400,0.559713,2.7109,2.47424
13,-66.7443,-241.664,1400,0.458212,2.68323,4.47358
13,-63.4144,388.54,1400,17.7424,1.70047,2.86864
13,-496.133,-123.395,1400,6.68581,2.47368,3.17227
-13,287.325,-85.9958,1400,0.105243,3.03569,1.7063
-13,131.284,333.593,1400,0.866705,2.90882,3.28935
-13,399.701,-452.766,1400,5.84781,2.66347,1.2187
-13,-303.561,473.989,1400,0.188729,2.60415,0.530089
13,-72.6852,-96.343,1400,1.87562,3.00601,0.906203
13,259.466,220.471,1400,7.80882,2.13303,0.245332
-13,-438.309,36.4291,1400,0.359348,2.83873,0.0346907
13,368.68,484.694,1400,2.82891,2.83911,0.796198
13,59.2536,-402.472,1400,0.296733,2.74839,2.78035
13,-76.4861,-454.843,1400,8.72819,2.58578,1.26417
13,487.652,446.138,1400,5.77025,2.43396,2.81302
-13,-281.404,131.619,1400,6.62262,2.86239,3.38695
13,354.036,243.62,1400,1.54385,2.78132,5.93665
13,-346.321,414.166,1400,2.94602,1.96324,0.0639873
-13,-16.8433,-245.56,1400,3.11339,2.4507,3.05158
13,349.457,-365.702,1400,1.7003,2.72081,0.652271
13,287.826,233.364,1400,0.476486,3.05587,3.48683
-13,-285.889,142.058,1400,4.7018,1.97321,0.590861
13,-428.248,-229.004,1400,2.56128,2.89161,1.76788
-13,125.514,264.544,1400,1.51288,2.52321,1.4986
13,187.105,-206.594,1400,2.31835,2.54182,5.04705
13,-236.996,100.004,1400,1.62928,2.66827,2.80249
13,84.4373,212.811,1400,0.900377,2.18311,2.89398
-13,-422.863,-300.477,1400,2.56088,2.86138,3.16679
13,303.821,486.046,1400,1.86508,2.65401,5.35432
13,-199.533,155.286,1400,3.18045,2.76461,1.13232
13,248.108,379.985,1400,0.557781,2.37769,2.20625
-13,-69.5715,200.945,1400,7.50222,2.43625,4.85209
13,-84.7717,-195.648,1400,0.407584,2.4717,0.139722
13,107.125,27.2534,1400,3.40646,2.55231,3.49941
13,260.105,381.686,1400,1.59819,2.85997,0.166412
13,-313.562,155.882,1400,1.38722,3.02458,1.59318
13,244.239,-129.184,1400,3.48795,2.77583,6.18261
13,-328.982,191.799,1400,5.29475,2.51848,0.57688
13,-109.076,216.072,1400,80.7912,2.03883,5.61564
13,485.484,230.681,1400,3.87096,2.62888,0.476329
-13,-275.498,-65.2302,1400,0.0742463,2.84126,3.49799
-13,-224.563,220.855,1400,0.119565,2.40082,5.49239
13,239.196,106.22,1400,0.91882,2.80552,0.220108
13,-88.9555,-40.2594,1400,0.243444,2.53165,3.60275
13,-62.705,314.988,1400,6.263,2.0054,2.02161
-13,62.4104,249.966,1400,0.394259,2.51019,3.76925
-13,325.923,-297.902,1400,0.752713,2.40269,3.88398
13,303.523,-300.772,1400,0.492081,2.55952,1.86885
-13,-497.523,-498.703,1400,80.0441,2.03135,2.6379
13,-165.121,448.43,1400,4.31808,2.28852,0.909257
-13,-266.991,330.648,1400,5.80423,2.34632,0.292459
13,16.943,292.712,1400,4.21188,2.67137,5.4028
13,464.825,-64.0018,1400,2.38531,2.72062,6.10638
-13,-67.9338,-241.776,1400,0.608526,2.11158,5.01716
13,-75.5709,-378.229,1400,5.01905,2.27812,3.08675
-13,-61.4752,-316.819,1400,1.39348,3.0818,5.55226
13,220.28,-447.776,1400,2.33374,2.56548,0.483653
13,-474.163,315.606,1400,1.33491,2.68078,5.93678
-13,-181.283,-349.085,1400,2.31826,2.39316,1.58298
-13,-34.6956,-228.844,1400,5.93934,2.11221,6.11703
13,491.747,-214.918,1400,9.37315,2.58201,0.310241
-13,467.429,312.493,1400,0.878031,2.35182,3.23198
13,197.539,12.5054,1400,4.12891,2.85989,4.29027
13,168.622,18.9491,1400,0.859248,3.01629,0.767133
-13,157.432,431.231,1400,2.66072,2.7131,2.78698
-13,-378.991,478.492,1400,0.224806,2.46863,2.00873
13,221.505,-219.701,1400,3.36713,2.71291,1.72458
13,-158.952,-16.9854,1400,1.53181,2.74059,0.340065
-13,214.589,97.4958,1400,3.79225,2.88117,1.84337
-13,461.314,19.3878,1400,2.42923,2.554,3.62025
13,164.336,453.428,1400,28.2829,2.7493,6.11928
-13,-27.788,-183.578,1400,0.282635,2.73714,4.81131
-13,-383.631,380.968,1400,8.14922,2.2275,0.107441
13,-481.476,-417.725,1400,0.908713,2.97393,3.48586
-13,-37.8565,287.864,1400,20.2715,2.23262,2.9958
13,-24.0901,-257.945,1400,15.0833,2.21367,1.99334
13,-345.018,-29.787,1400,3.25645,2.48961,5.32915
-13,421.771,-409.211,1400,0.909809,2.48257,2.00449
13,262.129,8.0829,1400,2.41088,2.93604,3.621
-13,-369.829,51.7196,1400,0.287323,2.36842,1.44442
-13,-75.4188,-60.9295,1400,24.5269,2.29717,3.06053
13,-249.426,117.604,1400,15.1718,2.4321,5.18767
13,-461.365,305.524,1400,4.35011,2.79277,4.08875
-13,-59.4432,492.913,1400,0.954939,2.49618,3.39728
13,-74.3594,477.959,1400,1.49669,2.59797,0.459545
13,-305.086,275.297,1400,1.72854,2.419,2.77368
13,36.2597,103.374,1400,2.51111,2.48456,2.04255
13,200.733,103.525,1400,6.85089,3.03687,3.01016
13,272.118,423.438,1400,0.533477,2.55831,5.61913
13,-222.367,-116.163,1400,0.833189,2.4285,4.72585
13,316.322,-207.225,1400,2.96771,2.31859,3.9228
13,484.085,-424.374,1400,9.40162,2.51307,3.24909
-13,353.395,19.1304,1400,1.89424,2.60945,2.65815
13,439.853,-10.521,1400,4.3402,2.42518,1.28879
13,384.833,-251.91,1400,2.31404,2.40759,1.16785
-13,-235.269,143.144,1400,2.78354,2.5123,3.40813
13,-130.479,-353.161,1400,0.15801,2.89336,4.68712
-13,47.7004,45.2533,1400,0.454204,2.5906,1.24631
13,329.594,-172.757,1400,0.717419,2.64618,2.6523
-13,6.19225,149.45,1400,1.07943,2.47675,2.60293
13,-138.007,47.0182,1400,12.476,2.86944,5.3361
-13,340.959,310.727,1400,1.21095,2.48252,5.57303
-13,-16.1055,224.269,1400,1.28281,2.94236,1.08802
13,430.774,-491.1,1400,0.445347,2.68298,2.51034
-13,394.997,-242.464,1400,4.73949,2.52889,6.15424
-13,-456.513,-191.446,1400,11.0176,2.89402,2.89583
13,-350.864,-212.748,1400,4.47673,2.82055,0.869386
13,-262.109,-332.959,1400,0.474639,2.51012,1.32402
13,-137.639,96.8286,1400,1.26115,2.09944,3.58192
-13,-182.105,-222.224,1400,10.8908,2.70303,4.3084
-13,398.543,-367.119,1400,4.29439,2.32609,1.22667
13,-136.862,365.885,1400,1.63769,2.74205,2.51044
-13,-381.496,-263.728,1400,0.323397,2.70282,2.39504
13,-488.967,411.669,1400,7.33261,3.0235,0.202141
13,190.766,40.4438,1400,0.667775,2.42899,0.683105
13,-264.244,-109.695,1400,11.401,2.51569,0.131663
-13,-307.951,416.571,1400,2.1755,2.56686,0.0434437
-13,243.573,254.816,1400,0.445986,2.91192,1.02987
13,-474.989,136.506,1400,0.736802,2.4827,5.40158
13,-436.852,287.779,1400,1.15621,2.32682,3.91527
-13,-391.437,-303.64,1400,1.10734,2.54017,1.1913
13,50.582,-130.566,1400,2.61997,2.3434,4.28559
-13,481.424,492.782,1400,1.01869,2.42578,0.983279
13,269.943,362.453,1400,1.70524,2.69038,1.03462
13,313.908,-182.334,1400,2.60785,2.54276,3.5735
-13,132.949,-202.733,1400,2.17801,2.23703,4.09677
-13,-378.271,101.617,1400,15.9898,1.94093,5.03304
-13,4.77096,15.4263,1400,4.77247,2.40286,6.0473
13,483.691,-141.881,1400,1.00777,3.0457,2.6981
13,-206.668,474.26,1400,0.744445,2.57634,5.37175
-13,-389.217,295.774,1400,1.01158,2.59324,5.8199
13,-327.264,431.321,1400,1.39777,2.54988,4.5326
-13,-128.15,-68.6295,1400,9.54625,2.5312,3.31451
13,-171.856,254.512,1400,0.763967,2.11421,0.469068
-13,197.669,-254.419,1400,6.86599,2.60138,3.37046
13,435.137,-183.209,1400,35.0883,1.74472,0.960481
-13,214.877,275.964,1400,0.985203,2.87205,3.72743
-13,370.279,-126.597,1400,8.54267,2.66009,1.92972
-13,-1.73693,-33.3886,1400,13.3072,2.69639,2.30938
13,-457.37,-242.691,1400,8.86004,1.86911,3.64265
13,-288.082,211.535,1400,4.21108,3.04425,0.0957464
-13,-375.841,-423.623,1400,4.63134,2.64227,5.14684
13,-433.554,-166.513,1400,6.01624,2.09454,5.67578
13,245.478,-30.2046,1400,2.81942,2.95566,3.61278
-13,224.767,338.757,1400,0.316233,2.40864,5.09415
-13,-69.6512,329.733,1400,1.13163,2.81933,2.57983
13,-439.182,-425.768,1400,0.358351,2.25984,1.42952
13,221.561,459.333,1400,4.69681,2.16271,0.898498
-13,425.969,-395.087,1400,15.1815,2.78409,4.00727
-13,-331.53,-229.653,1400,17.3059,3.01482,1.75989
-13,82.1959,-104.951,1400,3.76947,2.2329,0.165392
13,152.797,70.6786,1400,5.0429,2.58603,2.27913
13,-286.966,-30.0666,1400,3.90314,2.21718,2.37666
-13,-232.869,117.685,1400,4.73391,2.12878,2.25866
13,341.871,-9.82792,1400,4.47882,2.57151,0.198165
13,426.954,-111.33,1400,0.98236,2.48859,2.16909
13,-119.761,-168.745,1400,7.62418,2.31005,4.82685
-13,66.2179,-193.678,1400,1.90731,2.57945,3.24599
-13,481.499,331.313,1400,0.0480782,2.31958,3.3651
13,229.047,298.323,1400,6.46279,2.14782,2.06189
13,-389.729,-366.331,1400,11.7526,2.55407,0.564581
-13,410.693,371.235,1400,3.0521,2.61659,0.871306
-13,-297.339,136.405,1400,2.0068,2.24029,1.83334
-13,37.0445,-422.422,1400,8.19103,2.06029,2.85461
-13,-153.862,88.8222,1400,4.09615,2.64204,4.3662
-13,-216.824,305.84,1400,1.85036,2.68525,0.959095
-13,-321.391,-284.516,1400,0.345883,2.02123,1.33467
13,263.066,275.257,1400,0.737491,2.63932,2.14929
13,119.014,429.185,1400,4.72802,2.5503,0.648189
-13,440.906,-129.143,1400,0.702172,2.80573,6.25959
13,-403.215,-442.301,1400,1.28234,2.75675,4.04147
13,328.923,-138.439,1400,10.3255,2.58109,1.71127
-13,-15.7588,272.821,1400,2.01807,2.44719,6.22343
13,-74.4398,-193.002,1400,1.33964,2.19048,5.29243
13,296.505,-296.456,1400,3.60198,2.55101,5.93369
-13,-180.048,-12.3653,1400,3.15996,2.3133,5.64091
13,-127.424,245.421,1400,2.88726,2.92561,3.83649
-13,422.51,-286.682,1400,5.56868,1.96059,3.66858
13,60.592,-128.257,1400,1.1432,2.04848,3.53075
13,-22.6574,-72.1578,1400,2.05976,2.87583,5.41141
-13,53.8868,98.9794,1400,2.25526,2.41434,1.20869
-13,-449.456,-103.82,1400,0.145041,2.47454,2.68432
13,56.593,36.3043,1400,1.06072,2.50532,3.4512
-13,-157.302,-388.136,1400,28.6271,2.20392,4.31053
13,45.7295,-141.929,1400,4.53352,2.32202,5.91299
13,-354.615,-462.04,1400,0.988917,2.93633,5.39933
13,21.21,-476.484,1400,1.66624,2.33155,5.10505
13,181.864,-322.215,1400,3.4985,2.74301,4.20678
13,22.4851,-330.519,1400,4.82886,2.46418,0.615061
13,248.181,-318.694,1400,19.9015,2.74275,1.48157
-13,375.287,265.479,1400,2.03805,2.85385,1.64092
13,-335.964,270.703,1400,6.41675,2.82752,2.38245
-13,-495.98,-432.532,1400,1.39416,2.56082,1.12454
-13,-465.918,449.249,1400,14.6303,2.43069,2.36356
-13,-423.817,-313.993,1400,0.641403,2.84213,2.80866
-13,201.386,24.6598,1400,23.8748,2.93504,1.70355
-13,-113.729,-96.308,1400,29.8177,2.50865,4.08574
13,312.824,132.601,1400,1.97585,2.1806,5.78786
13,348.177,488.797,1400,1.56815,2.42967,5.45791
-13,-171.769,333.09,1400,3.46538,2.95169,4.67829
-13,193.042,-472.112,1400,1.02885,2.83041,6.15872
13,-364.957,18.8489,1400,1.54756,2.29971,4.6551
-13,9.37966,-442.382,1400,2.80937,2.74102,4.70542
13,-159.308,339.186,1400,7.2696,2.77893,1.97952
-13,-62.9172,-209.619,1400,5.00353,2.41408,1.74406
13,9.75188,-270.933,1400,1.9529,2.76364,2.04721
13,153.86,-183.518,1400,2.03593,2.88004,5.1239
13,89.1019,158.51,1400,14.9039,2.45375,0.698316
13,182.178,-22.6471,1400,1.46766,2.9221,1.74165
13,-189.879,250.321,1400,3.54048,2.51454,3.31015
13,340.787,-160.16,1400,4.4442,2.87004,0.573344
13,257.724,-454.953,1400,0.0441392,2.26525,1.8208
-13,300.699,365.263,1400,0.166967,2.76078,1.39409
13,167.385,394.664,1400,6.94283,2.47829,4.53985
13,397.939,-308.81,1400,14.9441,2.46524,1.01774
13,-317.451,117.206,1400,0.827314,2.6979,3.07267
-13,-357.544,331.599,1400,6.78943,2.89727,3.20123
-13,351.367,-8.41906,1400,16.4955,2.67552,3.89013
13,-434.52,193.316,1400,0.551047,3.06287,1.98008
-13,45.2125,311.385,1400,9.28747,2.45838,3.40139
13,-203.456,156.252,1400,1.07473,2.92575,6.09352
13,15.3102,-27.4401,1400,0.407848,2.74563,4.42539
-13,401.111,189.037,1400,0.417901,2.79348,3.37486
-13,-64.4948,334.567,1400,0.687891,2.64705,4.66379
-13,-93.7954,-152.579,1400,2.01786,1.83382,6.16884
13,327.421,-412.214,1400,0.799771,2.40153,1.86622
-13,292.732,75.0447,1400,1.50327,2.42274,3.16693
-13,-450.67,17.9974,1400,1.47388,2.66564,3.57781
-13,-429.868,32.013,1400,4.69301,2.79751,0.976188
13,-21.7186,316.317,1400,1.55327,2.87611,5.34168
13,15.4162,-294.532,1400,3.51047,2.96285,1.74769
-13,390.385,363.597,1400,6.18888,2.13015,3.93237
13,-52.8813,52.1366,1400,0.243572,2.6876,4.38608
-13,-163.057,288.73,1400,0.407822,3.07792,0.119223
-13,-18.6403,114.502,1400,3.80848,2.53517,1.26255
13,245.589,474.63,1400,4.60649,2.35604,1.96349
13,69.2627,-253.131,1400,7.34073,2.20482,2.19063
13,-220.791,-38.866,1400,3.76917,2.77056,0.539324
-13,141.715,-34.3555,1400,1.59802,2.43897,3.32337
-13,-138.071,460.008,1400,0.875775,2.7829,5.61347
13,-114.94,-436.643,1400,1.51836,3.03029,6.11587
13,-380.412,-300.633,1400,0.949768,1.9151,5.5646
13,351.124,-487.082,1400,3.04311,2.02685,1.20456
-13,462.703,-322.646,1400,17.6799,2.12494,2.77054
-13,104.867,145.225,1400,0.160535,2.50449,1.4036
-13,-395.332,-416.957,1400,1.39763,2.91791,4.97927
13,-375.973,-475.64,1400,1.30068,2.42553,1.03565
13,-383.242,248.404,1400,3.25763,2.35808,1.19329
-13,-379.784,285.588,1400,12.8865,2.08735,4.20541
-13,473.26,-23.4579,1400,18.8361,2.87999,0.35062
-13,-294.65,-80.1585,1400,0.595662,2.72249,1.71652
-13,-329.074,118.736,1400,4.38895,2.33869,5.50978
13,232.816,373.283,1400,1.44199,2.362,5.77565
-13,-106.828,331.444,1400,2.46016,2.82448,4.66819
-13,93.4383,44.9937,1400,1.49195,2.36151,5.5402
13,420.655,401.847,1400,0.435642,2.51552,1.26057
-13,60.9491,224.987,1400,16.7552,2.34483,1.94787
-13,181.034,249.841,1400,8.19281,2.50499,0.543201
13,-155.228,-145.123,1400,1.06314,2.88593,2.92078
-13,-357.531,412.188,1400,0.347406,2.15894,2.64125
-13,-217.345,-45.3117,1400,15.9276,2.19812,2.3411
13,-348.328,-406.13,1400,1.05685,2.5907,1.72928
13,257.318,407.573,1400,0.422253,2.84174,1.37763
-13,-351.15,-155.858,1400,3.9566,2.85231,3.50083
-13,-122.081,11.0232,1400,0.712367,2.44894,2.99836
-13,-162.789,42.0225,1400,2.25909,2.03518,5.70943
-13,-90.3069,440.631,1400,0.976031,2.11929,1.02056
13,338.041,286.995,1400,2.54057,2.21478,3.10733
13,405.372,192.016,1400,8.01831,2.50074,2.58976
-13,-383.549,-491.109,1400,3.47597,2.6843,5.90265
13,-16.3512,-270.333,1400,2.65319,2.38838,5.65408
-13,380.37,274.07,1400,4.83583,2.65709,0.828161
13,-294.72,52.4893,1400,4.80872,2.41038,4.63817
-13,259.428,299.96,1400,1.28993,2.78669,1.04934
13,-435.278,226.852,1400,1.06103,2.31017,1.01002
13,-61.4921,171.711,1400,1.13992,2.41808,0.983198
-13,456.929,427.897,1400,14.5999,2.59685,3.03557
13,264.674,214.867,1400,0.0536215,2.63712,0.708075
13,-204.693,-334.328,1400,4.87358,2.19541,3.81617
13,376.816,204.623,1400,0.353049,2.49735,1.23496
13,-117.364,-258.927,1400,1.11392,2.71095,4.93876
13,-216.67,300.725,1400,0.283866,2.62849,0.902026
13,63.4477,-363.352,1400,4.92456,2.3459,1.57077
13,-193.759,272.587,1400,3.8074,2.8519,1.88148
13,38.6977,-306.893,1400,4.25707,2.77628,0.688203
-13,-423.061,229.61,1400,0.523083,3.01405,4.37184
13,-433.987,52.524,1400,3.54006,2.98841,3.13885
-13,-81.6894,105.853,1400,0.14082,2.7826,1.85227
13,128.492,-460.648,1400,0.826004,2.87374,2.23312
13,426.086,100.211,1400,0.179421,2.37195,3.0618
13,272.856,483.142,1400,20.3117,2.37068,0.863662
-13,-122.46,-25.0227,1400,0.321206,1.93155,4.37398
13,9.93532,-105.785,1400,4.83211,2.80068,0.0484555
13,-142.734,17.0417,1400,2.2021,2.44184,3.6777
-13,-267.479,315.39,1400,7.28982,2.23689,0.209267
13,-186.941,-127.896,1400,4.93062,2.60027,2.33979
-13,-108.359,498.388,1400,2.28197,2.53627,0.0508264
13,341.334,-164.059,1400,0.950438,2.26244,1.91501
13,193.09,-261.103,1400,6.60929,2.63223,4.80803
13,-494.571,410.957,1400,6.61228,2.08869,1.88775
-13,177.008,-20.2377,1400,4.41426,2.36089,1.91068
