event_no,PDGnumb,PosX,PosY,PosZ,time,volume_ref,volume_no
0,13,450.841,-300.967,1300.5,0.395916,1,4
0,13,460.475,-330.862,1250.5,0.592884,1,3
0,13,470.103,-360.747,1200.5,0.789832,1,2
0,13,479.745,-390.631,1150.5,0.986787,1,1
0,13,489.379,-420.538,1100.5,1.18378,1,0
0,13,29.3872,-181.446,1300.5,0.387712,1,4
0,13,0.689429,-181.707,1250.5,0.580566,1,3
0,13,-28.056,-182.027,1200.5,0.773503,1,2
0,13,-56.8162,-182.343,1150.5,0.966464,1,1
0,13,-85.5943,-182.83,1100.5,1.15946,1,0
1,13,-30.3333,81.9944,1300.5,0.374622,1,4
1,13,-49.7392,96.5994,1250.5,0.561009,1,3
1,13,-69.0818,111.192,1200.5,0.747311,1,2
1,13,-88.4085,125.703,1150.5,0.933524,1,1
1,13,-107.72,140.149,1100.5,1.11966,1,0
2,-13,201.994,218.871,1300.5,0.344572,1,4
2,-13,190.453,221.102,1250.5,0.515969,1,3
2,-13,178.92,223.31,1200.5,0.687357,1,2
2,-13,167.402,225.501,1150.5,0.858732,1,1
2,-13,155.886,227.711,1100.5,1.03011,1,0
2,-13,-391.215,299.83,-1099.5,8.60069,0,0
2,-13,-404.178,300.874,-1149.5,8.77314,0,1
2,-13,-417.099,301.912,-1199.5,8.94555,0,2
2,-13,-429.994,302.951,-1249.5,9.11794,0,3
2,-13,-442.906,304.037,-1299.5,9.29034,0,4
3,13,122.143,263.891,1300.5,0.368578,1,4
3,13,144.365,264.489,1250.5,0.551921,1,3
3,13,166.478,265.13,1200.5,0.735117,1,2
3,13,188.513,265.756,1150.5,0.918207,1,1
3,13,210.532,266.453,1100.5,1.10128,1,0
4,-13,305.804,-248.675,1300.5,0.371478,1,4
4,-13,295.416,-227.231,1250.5,0.556271,1,3
4,-13,285.039,-205.801,1200.5,0.74104,1,2
4,-13,274.655,-184.395,1150.5,0.92578,1,1
4,-13,264.291,-163.005,1100.5,1.10685,1,0
4,-13,264.288,-162.998,1100.48,1.11049,1,0
5,13,63.7854,443.921,1300.5,0.371257,1,4
5,13,66.6753,466.975,1250.5,0.555966,1,3
5,13,69.5189,490.098,1200.5,0.740766,1,2
6,13,81.2059,419.277,1300.5,0.369319,1,4
6,13,103.523,417.038,1250.5,0.5531,1,3
6,13,125.945,414.976,1200.5,0.737005,1,2
6,13,148.3,412.923,1150.5,0.920812,1,1
6,13,170.832,410.646,1100.5,1.1049,1,0
7,-13,-94.2103,-319.512,1300.5,0.478732,1,4
7,-13,-109.339,-368.185,1250.5,0.716916,1,3
7,-13,-124.457,-416.837,1200.5,0.955044,1,2
7,-13,-139.568,-465.484,1150.5,1.19316,1,1
8,13,317.346,-253.498,1300.5,0.351183,1,4
8,13,331.415,-258.41,1250.5,0.525953,1,3
8,13,345.399,-263.333,1200.5,0.700648,1,2
8,13,359.375,-268.182,1150.5,0.875314,1,1
8,13,373.315,-272.999,1100.5,1.04994,1,0
9,13,35.1502,-388.561,1300.5,0.342641,1,4
9,13,26.7732,-390.344,1250.5,0.51312,1,3
9,13,18.3445,-392.186,1200.5,0.683636,1,2
9,13,9.72703,-394.173,1150.5,0.85428,1,1
9,13,1.14775,-396.105,1100.5,1.02489,1,0
10,-13,299.647,399.821,1300.5,0.573822,1,4
10,-13,268.05,461.695,1250.5,0.859343,1,3
11,13,-37.5463,-480.544,1300.5,0.357972,1,4
11,13,-33.5862,-498.844,1250.5,0.536066,1,3
12,13,476.98,-341.331,1300.5,0.482009,1,4
12,13,467.959,-386.642,1250.5,0.723419,1,3
12,13,459.02,-431.624,1200.5,0.964005,1,2
12,13,450.072,-475.835,1150.5,1.20281,1,1
13,-13,45.524,-243.353,1300.5,0.438495,1,4
13,-13,49.651,-285.311,1250.5,0.656654,1,3
13,-13,53.7779,-327.267,1200.5,0.874811,1,2
13,-13,57.9048,-369.224,1150.5,1.09297,1,1
13,-13,62.0321,-411.179,1100.5,1.31112,1,0
14,13,488.499,-410.664,1300.5,0.415899,1,4
15,13,350.292,-478.141,1300.5,0.362032,1,4
15,13,333.322,-484.3,1250.5,0.542146,1,3
15,13,316.302,-490.509,1200.5,0.722341,1,2
15,13,299.291,-496.499,1150.5,0.902439,1,1
16,13,-9.26481,-232.186,1300.5,0.465428,1,4
16,13,10.844,-275.456,1250.5,0.69739,1,3
16,13,31.1971,-319.08,1200.5,0.930347,1,2
16,13,51.458,-362.602,1150.5,1.16298,1,1
16,13,71.7075,-406.107,1100.5,1.39557,1,0
17,-13,-334.41,151.931,1300.5,0.370795,1,4
17,-13,-326.95,129.632,1250.5,0.555232,1,3
17,-13,-319.48,107.362,1200.5,0.739633,1,2
17,-13,-311.999,85.0791,1150.5,0.924058,1,1
17,-13,-304.527,62.8271,1100.5,1.10844,1,0
19,-13,-48.644,-393.196,1300.5,0.340651,1,4
19,-13,-51.4765,-400.743,1250.5,0.510109,1,3
19,-13,-54.3397,-408.264,1200.5,0.679561,1,2
19,-13,-57.1994,-415.719,1150.5,0.848978,1,1
19,-13,-60.1147,-423.231,1100.5,1.01844,1,0
20,-13,-72.7556,341.85,1300.5,0.49082,1,4
20,-13,-86.1735,359.675,1250.5,0.735136,1,3
20,-13,-99.4863,376.825,1200.5,0.979043,1,2
20,-13,-113.631,394.96,1150.5,1.226,1,1
20,-13,-127.648,413.077,1100.5,1.47343,1,0
21,13,-437.897,-295.764,1300.5,0.37533,1,4
21,13,-426.363,-276.841,1250.5,0.561933,1,3
21,13,-414.811,-257.894,1200.5,0.748585,1,2
21,13,-403.193,-239.011,1150.5,0.935216,1,1
21,13,-391.521,-220.247,1100.5,1.12175,1,0
22,13,-199.947,472.841,1300.5,0.716153,1,4
23,-13,342.777,491.285,1300.5,0.49346,1,4
24,-13,-389.494,450.895,1300.5,0.360223,1,4
24,-13,-395.058,463.954,1250.5,0.539576,1,3
24,-13,-400.604,476.898,1200.5,0.718834,1,2
24,-13,-406.074,490.002,1150.5,0.898217,1,1
25,-13,-102.415,-312.705,1300.5,0.379309,1,4
25,-13,-77.2705,-305.787,1250.5,0.567973,1,3
25,-13,-52.1215,-298.88,1200.5,0.756642,1,2
25,-13,-26.932,-291.951,1150.5,0.94538,1,1
25,-13,-1.71135,-284.982,1100.5,1.13418,1,0
26,-13,-230.168,342.799,1300.5,0.378288,1,4
26,-13,-230.145,343.213,1299.7,0.37883,1,4
26,-13,-230.141,343.287,1299.55,0.379037,1,4
26,-13,-228.802,368.537,1250.5,0.56751,1,3
26,-13,-227.338,394.265,1200.5,0.75598,1,2
26,-13,-225.941,420.008,1150.5,0.944468,1,1
26,-13,-224.536,445.657,1100.5,1.13281,1,0
27,-13,90.3519,39.3134,1300.5,0.559739,1,4
27,-13,156.206,50.8748,1250.5,0.838366,1,3
27,-13,221.931,62.4388,1200.5,1.11665,1,2
27,-13,287.812,74.0315,1150.5,1.39537,1,1
27,-13,353.647,85.5841,1100.5,1.67393,1,0
28,13,-142.128,87.2958,1300.5,0.369411,1,4
28,13,-138.926,91.4262,1250.5,0.553051,1,3
28,13,-135.719,95.8291,1200.5,0.736822,1,2
28,13,-132.619,99.6425,1150.5,0.920429,1,1
28,13,-129.924,103.425,1100.5,1.104,1,0
29,13,-288.56,408.807,1300.5,0.443737,1,4
29,13,-292.873,413.958,1250.5,0.665083,1,3
29,13,-297.406,420.078,1200.5,0.88796,1,2
29,13,-302.429,426.006,1150.5,1.11186,1,1
29,13,-307.336,432.464,1100.5,1.33676,1,0
30,13,471.215,282.415,1300.5,0.372777,1,4
30,13,479.876,304.558,1250.5,0.5582,1,3
30,13,488.617,326.709,1200.5,0.743676,1,2
30,13,497.316,348.852,1150.5,0.929121,1,1
31,13,-440.558,160.702,1300.5,0.360645,1,4
31,13,-456.27,161.2,1250.5,0.540626,1,3
31,13,-472.15,161.898,1200.5,0.720789,1,2
31,13,-488.229,162.355,1150.5,0.901158,1,1
32,-13,259.116,218.207,1300.5,0.339802,1,4
32,-13,263.024,211.017,1250.5,0.508875,1,3
32,-13,266.948,203.799,1200.5,0.677966,1,2
32,-13,270.865,196.585,1150.5,0.847052,1,1
32,-13,274.789,189.358,1100.5,1.01615,1,0
32,-13,438.812,-160.057,-1099.5,8.47128,0,0
32,-13,442.487,-168.405,-1149.5,8.64094,0,1
32,-13,446.151,-176.741,-1199.5,8.81059,0,2
32,-13,449.852,-185.08,-1249.5,8.98026,0,3
32,-13,453.537,-193.416,-1299.5,9.14991,0,4
33,13,-94.6413,-323.441,1300.5,0.36686,1,4
33,13,-77.4803,-337.095,1250.5,0.549372,1,3
33,13,-60.3077,-350.708,1200.5,0.731861,1,2
33,13,-43.0858,-364.306,1150.5,0.914392,1,1
33,13,-25.8588,-377.922,1100.5,1.09694,1,0
34,-13,43.9379,401.808,1300.5,0.336381,1,4
34,-13,44.4088,397.722,1250.5,0.503732,1,3
34,-13,44.8808,393.628,1200.5,0.671086,1,2
34,-13,45.361,389.55,1150.5,0.837541,1,1
34,-13,45.368,389.491,1149.77,0.838435,1,1
34,-13,45.8371,385.477,1100.5,1.00578,1,0
34,-13,68.6232,203.705,-1099.5,8.36989,0,0
34,-13,69.0921,199.599,-1149.5,8.53725,0,1
34,-13,69.5651,195.498,-1199.5,8.7046,0,2
34,-13,70.0326,191.396,-1249.5,8.87196,0,3
34,-13,70.5028,187.29,-1299.5,9.03932,0,4
35,-13,-326.123,25.2825,1300.5,0.373928,1,4
35,-13,-340.917,27.5826,1250.5,0.560036,1,3
35,-13,-355.797,29.8868,1200.5,0.746268,1,2
35,-13,-370.433,31.9851,1150.5,0.932244,1,1
35,-13,-385.198,33.983,1100.5,1.11839,1,0
36,13,-69.5164,-477.908,1300.5,0.353847,1,4
36,13,-53.8502,-471.967,1250.5,0.529877,1,3
36,13,-38.1978,-466.052,1200.5,0.705883,1,2
36,13,-22.5538,-460.133,1150.5,0.881883,1,1
36,13,-6.89626,-454.223,1100.5,1.05789,1,0
37,-13,256.875,-401.29,1300.5,0.416023,1,4
37,-13,284.071,-376.605,1250.5,0.622992,1,3
37,-13,311.268,-351.932,1200.5,0.829948,1,2
37,-13,338.429,-327.26,1150.5,1.03685,1,1
37,-13,365.593,-302.582,1100.5,1.24376,1,0
38,-13,39.2536,425.712,1300.5,0.373369,1,4
38,-13,27.2093,443.762,1250.5,0.559323,1,3
38,-13,15.2046,461.598,1200.5,0.745003,1,2
38,-13,3.16165,479.488,1150.5,0.927879,1,1
38,-13,3.10935,479.565,1150.28,0.930789,1,1
38,-13,-8.82129,497.334,1100.5,1.1165,1,0
40,13,380.148,-436.743,1300.5,0.360512,1,4
40,13,389.392,-454.152,1250.5,0.539865,1,3
40,13,398.605,-471.585,1200.5,0.719226,1,2
40,13,407.808,-489.013,1150.5,0.898576,1,1
41,13,499.588,347.012,1300.5,0.433571,1,4
42,13,-198.511,-54.5781,1300.5,0.59452,1,4
42,13,-127.687,-35.9454,1250.5,0.890315,1,3
42,13,-56.8518,-17.3276,1200.5,1.18613,1,2
42,13,14.0061,1.29328,1150.5,1.48201,1,1
42,13,84.8654,19.9155,1100.5,1.77789,1,0
43,13,379.831,-108.702,1300.5,0.415476,1,4
43,13,349.18,-128.703,1250.5,0.62217,1,3
43,13,318.525,-148.709,1200.5,0.828876,1,2
43,13,287.874,-168.728,1150.5,1.03559,1,1
43,13,257.209,-188.752,1100.5,1.24234,1,0
44,13,-62.285,19.6961,1300.5,0.735903,1,4
44,13,-62.1902,19.5963,1300.43,0.742791,1,4
44,13,6.03501,-52.1615,1250.5,1.11442,1,3
44,13,74.3096,-124.132,1200.5,1.48618,1,2
44,13,142.401,-196.017,1150.5,1.85735,1,1
44,13,210.871,-267.981,1100.5,2.22953,1,0
45,-13,-360.147,-397.091,1300.5,0.368571,1,4
45,-13,-355.441,-419.406,1250.5,0.551938,1,3
45,-13,-350.742,-441.741,1200.5,0.73533,1,2
45,-13,-346.027,-464.086,1150.5,0.918741,1,1
45,-13,-341.321,-486.436,1100.5,1.10216,1,0
47,13,-83.08,179.779,1300.5,0.432183,1,4
47,13,-74.7932,140.004,1250.5,0.647381,1,3
47,13,-66.536,100.296,1200.5,0.862422,1,2
47,13,-58.3426,60.602,1150.5,1.07741,1,1
47,13,-50.1208,20.8652,1100.5,1.2925,1,0
48,-13,368.655,3.83521,1300.5,0.347262,1,4
48,-13,380.72,-0.937187,1250.5,0.520009,1,3
48,-13,392.832,-5.73902,1200.5,0.692802,1,2
48,-13,404.952,-10.5757,1150.5,0.865613,1,1
48,-13,417.069,-15.356,1100.5,1.0384,1,0
49,13,-2.57833,-107.293,1300.5,0.492473,1,4
49,13,4.78986,-160.155,1250.5,0.732867,1,3
49,13,4.80314,-160.25,1250.41,0.73732,1,3
49,13,12.303,-212.91,1200.5,0.981963,1,2
49,13,19.8641,-265.743,1150.5,1.22682,1,1
49,13,27.5378,-318.762,1100.5,1.47217,1,0
50,-13,-125.309,361.799,1300.5,0.542981,1,4
50,-13,-187.717,374.43,1250.5,0.813047,1,3
50,-13,-250.096,387.059,1200.5,1.08304,1,2
50,-13,-312.413,399.729,1150.5,1.35288,1,1
50,-13,-374.713,412.403,1100.5,1.6227,1,0
52,13,62.7678,322.805,1300.5,0.383425,1,4
52,13,55.4892,346.793,1250.5,0.574197,1,3
52,13,48.168,370.697,1200.5,0.764868,1,2
52,13,40.791,394.647,1150.5,0.955641,1,1
52,13,33.2797,418.868,1100.5,1.14688,1,0
53,-13,68.9646,-373.872,1300.5,0.45981,1,4
53,-13,48.2888,-332.926,1250.5,0.688541,1,3
53,-13,27.5293,-291.912,1200.5,0.917503,1,2
53,-13,6.88947,-251.142,1150.5,1.14583,1,1
53,-13,-13.5326,-210.668,1100.5,1.37334,1,0
54,-13,-209.205,159.248,1300.5,0.5461,1,4
54,-13,-161.903,196.231,1250.5,0.817018,1,3
54,-13,-114.085,233.669,1200.5,1.08987,1,2
54,-13,-66.0047,271.844,1150.5,1.36454,1,1
54,-13,-17.7646,310.321,1100.5,1.64006,1,0
55,-13,-460.178,163.17,1300.5,0.427735,1,4
55,-13,-495.326,144.944,1250.5,0.640556,1,3
56,13,-386.622,169.323,1300.5,0.378836,1,4
56,13,-406.593,152.571,1250.5,0.567388,1,3
56,13,-426.593,135.769,1200.5,0.756023,1,2
56,13,-446.604,119,1150.5,0.944636,1,1
56,13,-466.536,102.153,1100.5,1.13006,1,0
56,13,-466.599,102.1,1100.34,1.13324,1,0
57,13,-309.326,425.78,1300.5,0.377042,1,4
57,13,-299.077,412.088,1250.5,0.564929,1,3
57,13,-288.915,398.099,1200.5,0.753058,1,2
57,13,-278.314,384.318,1150.5,0.941327,1,1
57,13,-267.769,370.716,1100.5,1.12942,1,0
59,13,-358.8,-227.791,1300.5,0.336893,1,4
59,13,-355.091,-225.188,1250.5,0.504495,1,3
59,13,-351.357,-222.605,1200.5,0.6721,1,2
59,13,-347.613,-220.03,1150.5,0.839707,1,1
59,13,-343.87,-217.441,1100.5,1.00732,1,0
59,13,-198.329,-148.96,-1099.5,8.37507,0,0
59,13,-194.816,-147.516,-1149.5,8.54265,0,1
59,13,-191.267,-146.094,-1199.5,8.71023,0,2
59,13,-187.727,-144.713,-1249.5,8.87781,0,3
59,13,-184.21,-143.387,-1299.5,9.04538,0,4
60,-13,-83.5161,139.335,1300.5,0.394376,1,4
60,-13,-107.112,119.959,1250.5,0.590435,1,3
60,-13,-130.697,100.586,1200.5,0.786478,1,2
60,-13,-154.37,81.2289,1150.5,0.982625,1,1
60,-13,-177.994,61.8522,1100.5,1.17873,1,0
61,-13,-289.092,377.49,1300.5,0.41404,1,4
61,-13,-270.207,347.808,1250.5,0.620183,1,3
61,-13,-251.335,318.241,1200.5,0.826117,1,2
61,-13,-232.605,288.431,1150.5,1.03232,1,1
61,-13,-213.824,258.619,1100.5,1.23857,1,0
62,13,-269.297,-94.4133,1300.5,0.36234,1,4
62,13,-263.413,-77.2723,1250.5,0.542563,1,3
62,13,-257.448,-60.1907,1200.5,0.722756,1,2
62,13,-251.457,-42.9294,1150.5,0.903164,1,1
62,13,-245.568,-25.6996,1100.5,1.08349,1,0
63,13,259.013,-202.93,1300.5,0.390212,1,4
63,13,284.091,-199.193,1250.5,0.584397,1,3
63,13,309.219,-195.438,1200.5,0.778671,1,2
63,13,334.547,-191.726,1150.5,0.973266,1,1
63,13,359.623,-187.853,1100.5,1.16751,1,0
64,13,-2.47258,-471.958,1300.5,0.367862,1,4
64,13,-16.9891,-486.865,1250.5,0.550876,1,3
65,-13,389.61,-434.334,1300.5,0.419547,1,4
65,-13,375.382,-468.096,1250.5,0.628704,1,3
66,-13,-280.777,56.0914,1300.5,0.516691,1,4
66,-13,-290.383,113.912,1250.5,0.773913,1,3
66,-13,-300.014,171.821,1200.5,1.03137,1,2
66,-13,-309.531,229.694,1150.5,1.28868,1,1
66,-13,-319.08,287.513,1100.5,1.54586,1,0
67,13,-43.6128,-174.434,1300.5,0.411654,1,4
67,13,-43.5556,-174.554,1300.32,0.415028,1,4
67,13,-27.9743,-207.294,1250.5,0.621472,1,3
67,13,-12.3231,-240.138,1200.5,0.8279,1,2
67,13,3.32806,-273.016,1150.5,1.03103,1,1
67,13,3.38634,-273.139,1150.31,1.03439,1,1
67,13,19.0332,-305.83,1100.5,1.24081,1,0
68,13,-321.206,-227.153,1300.5,0.497812,1,4
68,13,-321.454,-226.91,1300.19,0.501242,1,4
68,13,-360.903,-188.249,1250.5,0.750626,1,3
68,13,-400.592,-149.349,1200.5,0.999988,1,2
68,13,-440.274,-110.442,1150.5,1.24935,1,1
68,13,-479.948,-71.5419,1100.5,1.49868,1,0
69,13,295.085,285.116,1300.5,0.459088,1,4
69,13,256.239,311.169,1250.5,0.684814,1,3
69,13,255.923,311.381,1250.09,0.687523,1,3
69,13,217.391,337.236,1200.5,0.915979,1,2
69,13,178.563,363.275,1150.5,1.14436,1,1
69,13,139.76,389.312,1100.5,1.37269,1,0
70,-13,250.87,452.962,1300.5,0.399558,1,4
70,-13,274.696,431.07,1250.5,0.598329,1,3
70,-13,298.464,409.197,1200.5,0.796997,1,2
70,-13,322.227,387.397,1150.5,0.99557,1,1
70,-13,346.018,365.549,1100.5,1.19425,1,0
72,13,-441.352,200.306,1300.5,0.346107,1,4
72,13,-429.21,200.174,1250.5,0.518311,1,3
72,13,-417.083,200.059,1200.5,0.690504,1,2
72,13,-404.832,200.157,1150.5,0.862796,1,1
72,13,-392.524,200.219,1100.5,1.03513,1,0
72,13,241.372,200.982,-1099.5,8.75833,0,0
72,13,258.567,199.146,-1149.5,8.9404,0,1
72,13,275.688,197.458,-1199.5,9.12237,0,2
72,13,292.576,195.529,-1249.5,9.30413,0,3
72,13,309.414,193.437,-1299.5,9.48587,0,4
73,-13,-50.3754,-479.154,1300.5,0.398145,1,4
73,-13,-77.3622,-496.222,1250.5,0.596253,1,3
74,-13,-152.544,-295.502,1300.5,0.469945,1,4
74,-13,-161.079,-278.41,1250.5,0.702525,1,3
74,-13,-169.853,-261.83,1200.5,0.935068,1,2
74,-13,-178.55,-245.742,1150.5,1.16734,1,1
74,-13,-187.738,-229.342,1100.5,1.40084,1,0
75,-13,192.719,-382.521,1300.5,0.525368,1,4
75,-13,222.271,-331.58,1250.5,0.787506,1,3
75,-13,251.474,-280.318,1200.5,1.04992,1,2
75,-13,280.645,-228.9,1150.5,1.31265,1,1
75,-13,309.855,-177.263,1100.5,1.57593,1,0
76,13,285.921,353.082,1300.5,0.529741,1,4
76,13,226.96,369.254,1250.5,0.793538,1,3
76,13,167.743,385.615,1200.5,1.05812,1,2
76,13,108.358,401.985,1150.5,1.32311,1,1
76,13,48.8384,418.288,1100.5,1.5884,1,0
77,-13,364.072,454.194,1300.5,0.380525,1,4
77,-13,348.899,439.483,1250.5,0.569431,1,3
77,-13,333.901,424.768,1200.5,0.758193,1,2
77,-13,318.819,409.786,1150.5,0.943997,1,1
77,-13,318.782,409.749,1150.38,0.947317,1,1
77,-13,303.548,394.731,1100.5,1.13674,1,0
78,-13,-272.175,-215.471,1300.5,0.397308,1,4
78,-13,-241.901,-222.469,1250.5,0.591435,1,3
78,-13,-241.838,-222.484,1250.4,0.594978,1,3
78,-13,-211.627,-229.39,1200.5,0.792652,1,2
78,-13,-181.321,-236.33,1150.5,0.990393,1,1
78,-13,-150.962,-243.175,1100.5,1.18819,1,0
79,13,-373.317,288.855,1300.5,0.360642,1,4
79,13,-392.679,284.555,1250.5,0.540066,1,3
79,13,-412.038,280.254,1200.5,0.719489,1,2
79,13,-431.398,275.953,1150.5,0.898912,1,1
79,13,-450.755,271.648,1100.5,1.07833,1,0
80,-13,297.29,-439.422,1300.5,0.378328,1,4
80,-13,314.781,-432.797,1250.5,0.567423,1,3
80,-13,332.371,-426.078,1200.5,0.756687,1,2
80,-13,349.892,-419.095,1150.5,0.946011,1,1
80,-13,367.339,-411.712,1100.5,1.13546,1,0
82,13,-485.259,339.808,1300.5,0.461903,1,4
83,-13,399.105,-225.141,1300.5,0.386059,1,4
83,-13,390.935,-251.058,1250.5,0.578056,1,3
83,-13,382.726,-276.89,1200.5,0.769942,1,2
83,-13,374.481,-302.695,1150.5,0.96181,1,1
83,-13,366.336,-328.764,1100.5,1.15404,1,0
84,-13,226.718,-149.718,1300.5,0.365894,1,4
84,-13,245.324,-160.638,1250.5,0.547969,1,3
84,-13,263.978,-171.572,1200.5,0.730111,1,2
84,-13,282.69,-182.487,1150.5,0.912305,1,1
84,-13,301.517,-193.362,1100.5,1.09461,1,0
85,13,-25.0831,-49.7865,1300.5,0.531146,1,4
85,13,-69.6424,-7.48692,1250.5,0.795378,1,3
85,13,-114.202,34.8289,1200.5,1.05964,1,2
85,13,-158.766,77.147,1150.5,1.32392,1,1
85,13,-203.304,119.444,1100.5,1.5881,1,0
86,13,-395.982,-197.922,1300.5,0.36595,1,4
86,13,-411.878,-183.011,1250.5,0.548039,1,3
86,13,-427.792,-168.084,1200.5,0.730161,1,2
86,13,-443.753,-153.126,1150.5,0.912357,1,1
86,13,-459.698,-138.169,1100.5,1.09454,1,0
87,-13,-208.295,-188.396,1300.5,0.372067,1,4
87,-13,-191.058,-205.002,1250.5,0.557159,1,3
87,-13,-173.938,-221.636,1200.5,0.742156,1,2
87,-13,-156.802,-238.299,1150.5,0.927202,1,1
87,-13,-139.715,-254.961,1100.5,1.1122,1,0
88,13,307.269,328.635,1300.5,0.921539,1,4
88,13,307.456,328.398,1299.75,0.923866,1,4
88,13,313.202,311.754,1250.5,1.40976,1,3
88,13,313.279,311.553,1249.91,1.41415,1,3
88,13,325.533,294.747,1200.5,1.98509,1,2
88,13,325.629,294.613,1200.11,1.98904,1,2
88,13,325.675,294.497,1199.8,1.99255,1,2
88,13,325.768,294.413,1199.57,1.99385,1,2
88,13,352.468,277.88,1150.5,3.00385,1,1
88,13,352.542,277.829,1150.37,3.0052,1,1
88,13,352.559,277.829,1150.32,3.00521,1,1
88,13,352.559,277.829,1150.32,3.00521,1,1
89,13,-140.524,54.2216,1300.5,0.456147,1,4
89,13,-140.975,8.25885,1250.5,0.679541,1,3
89,13,-140.977,8.08055,1250.31,0.683196,1,3
89,13,-141.529,-37.4783,1200.5,0.909737,1,2
89,13,-142.043,-83.1797,1150.5,1.1362,1,1
89,13,-142.511,-128.96,1100.5,1.36241,1,0
89,13,-142.519,-129.786,1099.6,1.36285,1,0
91,13,466.108,-193.394,1300.5,0.429811,1,4
91,13,490.341,-223.882,1250.5,0.643099,1,3
92,13,-406.44,61.2154,1300.5,0.91861,1,4
92,13,-476.95,-44.7088,1250.5,1.37477,1,3
93,13,-120.879,-281.325,1300.5,0.914508,1,4
93,13,-83.1175,-402.488,1250.5,1.36959,1,3
94,-13,4.89808,-356.36,1300.5,0.379241,1,4
94,-13,-1.246,-375.655,1250.5,0.567723,1,3
94,-13,-7.31419,-395.1,1200.5,0.756393,1,2
94,-13,-13.4345,-414.842,1150.5,0.941732,1,1
94,-13,-13.4356,-414.846,1150.49,0.945483,1,1
94,-13,-19.5559,-434.991,1100.5,1.1352,1,0
95,13,309.531,155.943,1300.5,0.378121,1,4
95,13,286.044,167.097,1250.5,0.56625,1,3
95,13,262.533,178.32,1200.5,0.75446,1,2
95,13,238.989,189.549,1150.5,0.942718,1,1
95,13,215.467,200.797,1100.5,1.13096,1,0
96,-13,-165.043,-208.221,1300.5,0.359583,1,4
96,-13,-158.636,-226.331,1250.5,0.538429,1,3
96,-13,-152.248,-244.462,1200.5,0.715397,1,2
96,-13,-152.188,-244.633,1200.03,0.717292,1,2
96,-13,-145.886,-262.555,1150.5,0.892599,1,1
96,-13,-145.883,-262.562,1150.48,0.896101,1,1
96,-13,-139.574,-280.585,1100.5,1.07482,1,0
97,-13,321.125,384.091,1300.5,0.42865,1,4
97,-13,322.856,344.29,1250.5,0.64197,1,3
97,-13,324.628,304.484,1200.5,0.855305,1,2
97,-13,326.421,264.681,1150.5,1.06863,1,1
97,-13,328.229,224.894,1100.5,1.28193,1,0
98,-13,-413.254,207.716,1300.5,0.58949,1,4
98,-13,-408.767,135.516,1250.5,0.882846,1,3
98,-13,-404.259,63.2879,1200.5,1.17628,1,2
98,-13,-399.757,-8.96591,1150.5,1.46978,1,1
98,-13,-395.219,-81.2104,1100.5,1.76327,1,0
99,13,242.592,-70.7052,1300.5,0.359345,1,4
99,13,225.738,-72.7818,1250.5,0.538007,1,3
99,13,208.968,-74.9141,1200.5,0.716589,1,2
99,13,192.31,-76.9163,1150.5,0.895036,1,1
99,13,175.543,-78.7987,1100.5,1.0736,1,0
0,-13,101.575,383.056,1300.5,0.547288,1,4
0,-13,165.149,382.23,1250.5,0.813974,1,3
0,-13,165.243,382.229,1250.43,0.818999,1,3
0,-13,228.58,381.153,1200.5,1.09037,1,2
0,-13,291.865,379.864,1150.5,1.36135,1,1
0,-13,355.083,378.576,1100.5,1.63217,1,0
1,-13,-341.06,-400.013,1300.5,0.348653,1,4
1,-13,-335.035,-412.971,1250.5,0.522115,1,3
1,-13,-329.005,-425.927,1200.5,0.695578,1,2
1,-13,-322.978,-438.881,1150.5,0.869038,1,1
1,-13,-316.954,-451.834,1100.5,1.0425,1,0
2,13,98.3876,-172.176,1300.5,0.457613,1,4
2,13,144.366,-165.633,1250.5,0.685255,1,3
2,13,190.336,-159.083,1200.5,0.912883,1,2
2,13,236.324,-152.524,1150.5,1.14055,1,1
2,13,282.299,-145.98,1100.5,1.36819,1,0
3,-13,-264.403,-175.426,1300.5,0.349902,1,4
3,-13,-266.75,-162.311,1250.5,0.523984,1,3
3,-13,-269.163,-149.114,1200.5,0.698149,1,2
3,-13,-271.617,-136.02,1150.5,0.872231,1,1
3,-13,-274.049,-122.92,1100.5,1.04632,1,0
4,-13,-55.4826,414.858,1300.5,0.758268,1,4
4,-13,-95.5847,454.374,1250.5,1.14365,1,3
4,-13,-138.916,494.507,1200.5,1.54374,1,2
5,13,-189.902,410.598,1300.5,0.376392,1,4
5,13,-200.839,408.849,1250.5,0.563951,1,3
5,13,-211.46,406.965,1200.5,0.751328,1,2
5,13,-221.8,405.133,1150.5,0.938539,1,1
5,13,-232.301,403.353,1100.5,1.12593,1,0
6,-13,-140.568,-283.137,1300.5,0.482754,1,4
6,-13,-89.374,-284.145,1250.5,0.723262,1,3
6,-13,-38.3018,-285.287,1200.5,0.963472,1,2
6,-13,12.6528,-286.437,1150.5,1.20341,1,1
6,-13,63.6223,-287.455,1100.5,1.44338,1,0
7,-13,279.427,-236.937,1300.5,0.444437,1,4
7,-13,271.461,-196.236,1250.5,0.665443,1,3
7,-13,263.787,-155.496,1200.5,0.886424,1,2
7,-13,256.028,-114.474,1150.5,1.10806,1,1
7,-13,248.098,-73.3351,1100.5,1.33002,1,0
8,-13,378.521,-9.77294,1300.5,0.387306,1,4
