event_no,PDGnumb,PosX,PosY,PosZ,time,volume_ref,volume_no
2111,-13,187.505,-229.774,1100.5,1.02926,1,0
2113,13,-288.638,-145.435,1300.5,0.339555,1,4
2113,13,-295.738,-149.025,1250.5,0.508493,1,3
2113,13,-302.854,-152.636,1200.5,0.677443,1,2
2113,13,-309.955,-156.263,1150.5,0.84639,1,1
2113,13,-317.057,-159.909,1100.5,1.01534,1,0
2115,13,88.8414,-102.823,1300.5,0.626454,1,4
2115,13,89.2739,-102.273,1300.06,0.629964,1,4
2115,13,137.976,-40.3231,1250.5,0.943282,1,3
2115,13,187.069,22.1557,1200.5,1.25648,1,2
2115,13,236.157,84.6684,1150.5,1.56364,1,1
2115,13,236.182,84.7003,1150.47,1.56975,1,1
2115,13,285.221,147.153,1100.5,1.88291,1,0
2116,-13,138.265,-128.414,1300.5,0.357999,1,4
2116,-13,128.92,-142.863,1250.5,0.536212,1,3
2116,-13,119.447,-157.248,1200.5,0.714442,1,2
2116,-13,109.824,-171.596,1150.5,0.892732,1,1
2116,-13,100.147,-185.995,1100.5,1.0711,1,0
2117,13,475.174,2.42685,1300.5,0.435465,1,4
2117,13,470.312,37.6294,1250.5,0.652125,1,3
2117,13,465.241,72.6729,1200.5,0.868552,1,2
2117,13,459.769,108.528,1150.5,1.08682,1,1
2117,13,454.049,143.915,1100.5,1.30419,1,0
2118,-13,-374.886,9.52456,1300.5,0.404255,1,4
2118,-13,-407.069,19.2809,1250.5,0.605504,1,3
2118,-13,-439.208,29.0563,1200.5,0.806682,1,2
2118,-13,-471.36,38.831,1150.5,1.00788,1,1
2120,13,-418.325,125.283,1300.5,0.361291,1,4
2120,13,-401.878,134.837,1250.5,0.540967,1,3
2120,13,-385.469,144.41,1200.5,0.720617,1,2
2120,13,-369.106,153.944,1150.5,0.900197,1,1
2120,13,-352.846,163.486,1100.5,1.07675,1,0
2120,13,-352.786,163.521,1100.32,1.07967,1,0
2121,-13,-172.768,355.225,1300.5,0.379342,1,4
2121,-13,-147.445,351.876,1250.5,0.566246,1,3
2121,-13,-147.213,351.846,1250.04,0.568297,1,3
2121,-13,-122.078,348.557,1200.5,0.757312,1,2
2121,-13,-96.5819,345.138,1150.5,0.946548,1,1
2121,-13,-71.2887,341.651,1100.5,1.13548,1,0
2122,-13,162.026,-454.813,1300.5,0.383094,1,4
2122,-13,153.679,-480.283,1250.5,0.570285,1,3
2122,-13,153.663,-480.332,1250.4,0.573729,1,3
2123,13,-212.334,-153.982,1300.5,0.386404,1,4
2123,13,-212.562,-154.05,1300.09,0.388705,1,4
2123,13,-240.467,-162.317,1250.5,0.582085,1,3
2123,13,-268.604,-170.653,1200.5,0.775474,1,2
2123,13,-296.748,-178.985,1150.5,0.968871,1,1
2123,13,-324.889,-187.321,1100.5,1.16227,1,0
2124,13,133.794,51.5202,1300.5,0.399855,1,4
2124,13,162.237,55.0219,1250.5,0.599171,1,3
2124,13,190.474,58.3493,1200.5,0.798124,1,2
2124,13,218.735,61.5542,1150.5,0.997115,1,1
2124,13,247.234,64.325,1100.5,1.19646,1,0
2126,-13,239.799,308.952,1300.5,0.558843,1,4
2126,-13,194.36,357.246,1250.5,0.836818,1,3
2126,-13,149.049,405.427,1200.5,1.11433,1,2
2126,-13,103.758,453.478,1150.5,1.39156,1,1
2127,13,-95.4249,-342.021,1300.5,0.347551,1,4
2127,13,-86.1613,-351.057,1250.5,0.520425,1,3
2127,13,-76.9276,-360.074,1200.5,0.693271,1,2
2127,13,-67.7264,-369.136,1150.5,0.866124,1,1
2127,13,-58.4923,-378.172,1100.5,1.03898,1,0
2128,-13,389.385,-98.0863,1300.5,0.386517,1,4
2128,-13,384.721,-69.7694,1250.5,0.578825,1,3
2128,-13,380.052,-41.456,1200.5,0.771129,1,2
2128,-13,375.38,-13.1532,1150.5,0.963416,1,1
2128,-13,370.705,15.1544,1100.5,1.15571,1,0
2129,13,402.723,208.705,1300.5,0.962403,1,4
2129,13,475.874,95.6651,1250.5,1.44172,1,3
2130,13,-173.954,178.496,1300.5,0.382311,1,4
2130,13,-197.662,188.245,1250.5,0.57237,1,3
2130,13,-221.427,197.991,1200.5,0.762518,1,2
2130,13,-245.164,207.604,1150.5,0.952548,1,1
2130,13,-268.644,217.191,1100.5,1.14219,1,0
2132,13,156.24,216.203,1300.5,0.341231,1,4
2132,13,151.543,224.464,1250.5,0.511002,1,3
2132,13,146.843,232.725,1200.5,0.680773,1,2
2132,13,142.145,240.987,1150.5,0.850545,1,1
2132,13,137.447,249.25,1100.5,1.02032,1,0
2133,13,405.487,465.738,1300.5,0.346503,1,4
2133,13,394.55,459.618,1250.5,0.518904,1,3
2133,13,383.586,453.442,1200.5,0.691347,1,2
2133,13,372.646,447.289,1150.5,0.863762,1,1
2133,13,361.651,441.103,1100.5,1.03623,1,0
2133,13,-169.425,79.741,-1099.5,8.73329,0,0
2133,13,-169.582,79.6468,-1100.08,8.73479,0,0
2133,13,-182.674,71.3377,-1149.5,8.91257,0,1
2133,13,-195.712,62.522,-1199.5,9.0904,0,2
2133,13,-208.688,53.6386,-1249.5,9.26823,0,3
2133,13,-221.572,44.6053,-1299.5,9.44607,0,4
2134,-13,264.378,430.771,1300.5,0.394938,1,4
2134,-13,265.462,460.469,1250.5,0.591585,1,3
2134,-13,266.453,490.334,1200.5,0.788521,1,2
2135,-13,-249.694,-57.7046,1300.5,0.352194,1,4
2135,-13,-249.562,-57.5737,1299.93,0.353705,1,4
2135,-13,-238.021,-46.1399,1250.5,0.529775,1,3
2135,-13,-226.184,-34.3858,1200.5,0.706113,1,2
2135,-13,-214.347,-22.6373,1150.5,0.882441,1,1
2135,-13,-202.539,-10.8574,1100.5,1.05877,1,0
2135,-13,295.237,491.96,-1099.5,8.83744,0,0
2136,-13,84.5017,-354.523,1300.5,0.350793,1,4
2136,-13,70.2652,-360.01,1250.5,0.522997,1,3
2136,-13,70.1718,-360.046,1250.17,0.525343,1,3
2136,-13,56.0251,-365.471,1200.5,0.699886,1,2
2136,-13,41.7943,-370.97,1150.5,0.874435,1,1
2136,-13,27.5193,-376.439,1100.5,1.04901,1,0
2137,13,148.112,-215.069,1300.5,0.388712,1,4
2137,13,174.159,-201.858,1250.5,0.582126,1,3
2137,13,200.145,-188.653,1200.5,0.775442,1,2
2137,13,226.15,-175.417,1150.5,0.968813,1,1
2137,13,252.107,-162.181,1100.5,1.16211,1,0
2138,13,88.4924,499.402,1300.5,0.372964,1,4
2140,-13,-56.3261,115.031,1300.5,0.396954,1,4
2140,-13,-82.1034,132.71,1250.5,0.594355,1,3
2140,-13,-107.854,150.395,1200.5,0.791725,1,2
2140,-13,-133.66,167.995,1150.5,0.989091,1,1
2140,-13,-159.487,185.617,1100.5,1.18651,1,0
2141,-13,411.377,149.03,1300.5,0.442645,1,4
2141,-13,392.236,187.635,1250.5,0.662961,1,3
2141,-13,373.084,226.309,1200.5,0.883424,1,2
2141,-13,353.914,264.986,1150.5,1.10391,1,1
2141,-13,334.744,303.665,1100.5,1.3244,1,0
2142,-13,-498.269,119.875,1300.5,0.512037,1,4
2143,-13,-38.8218,-208.141,1300.5,2.5837,1,4
2143,-13,-38.8375,-208.124,1300.45,2.58372,1,4
2143,-13,-38.8375,-208.124,1300.45,2.58372,1,4
2144,-13,-476.336,-469.469,1300.5,0.457794,1,4
2145,-13,491.614,-6.66714,1300.5,0.371268,1,4
2146,-13,90.4409,27.8096,1300.5,0.340526,1,4
2146,-13,90.3594,18.9534,1250.5,0.509941,1,3
2146,-13,90.2704,10.1014,1200.5,0.679353,1,2
2146,-13,90.1749,1.23365,1150.5,0.848177,1,1
2146,-13,90.1733,1.08761,1149.68,0.848775,1,1
2146,-13,90.087,-7.63823,1100.5,1.0182,1,0
2146,-13,79.9374,-378.62,-1099.5,8.46257,0,0
2146,-13,80.1332,-386.892,-1149.5,8.63093,0,1
2146,-13,80.1363,-387.022,-1150.28,8.63167,0,1
2146,-13,80.3188,-395.12,-1199.5,8.80075,0,2
2146,-13,80.4976,-403.334,-1249.5,8.96983,0,3
2146,-13,80.6887,-411.54,-1299.5,9.1389,0,4
2147,13,-174.748,-120.163,1300.5,0.419823,1,4
2147,13,-172.296,-82.5543,1250.5,0.628696,1,3
2147,13,-169.854,-44.9425,1200.5,0.837574,1,2
2147,13,-167.4,-7.32015,1150.5,1.04648,1,1
2147,13,-164.939,30.301,1100.5,1.25538,1,0
2148,-13,209.498,-255.557,1300.5,0.700331,1,4
2148,-13,207.749,-255.126,1299.52,0.700459,1,4
2148,-13,120.503,-233.545,1250.5,1.04885,1,3
2148,-13,31.5743,-211.566,1200.5,1.39399,1,2
2148,-13,30.5734,-211.319,1199.94,1.39703,1,2
2148,-13,-57.2962,-189.602,1150.5,1.74503,1,1
2148,-13,-146.156,-167.622,1100.5,2.09302,1,0
2149,13,240.253,484.429,1300.5,2.05406,1,4
2150,-13,221.78,75.7488,1300.5,0.405166,1,4
2150,-13,224.153,42.5336,1250.5,0.606688,1,3
2150,-13,226.465,9.16499,1200.5,0.808494,1,2
2150,-13,228.683,-24.2362,1150.5,1.01034,1,1
2150,-13,230.892,-57.7002,1100.5,1.21231,1,0
2151,13,326.322,292.918,1300.5,0.337186,1,4
2151,13,330.992,290.91,1250.5,0.504937,1,3
2151,13,335.664,288.914,1200.5,0.672687,1,2
2151,13,340.34,286.917,1150.5,0.840438,1,1
2151,13,345.024,284.937,1100.5,1.00819,1,0
2152,13,330.3,-401.051,1300.5,0.353072,1,4
2152,13,337.782,-415.713,1250.5,0.528715,1,3
2152,13,345.276,-430.381,1200.5,0.70437,1,2
2152,13,352.754,-445.062,1150.5,0.880029,1,1
2152,13,360.223,-459.761,1100.5,1.0557,1,0
2153,-13,-277.131,-437.568,1300.5,0.343251,1,4
2153,-13,-269.778,-433.909,1250.5,0.511953,1,3
2153,-13,-269.72,-433.88,1250.1,0.512945,1,3
2153,-13,-269.678,-433.86,1249.81,0.514008,1,3
2153,-13,-262.553,-430.532,1200.5,0.684656,1,2
2153,-13,-255.419,-427.258,1150.5,0.855238,1,1
2153,-13,-248.433,-424.055,1100.5,1.02574,1,0
2154,13,178.896,-274.757,1300.5,0.395211,1,4
2154,13,151.212,-288.862,1250.5,0.588126,1,3
2154,13,151.184,-288.877,1250.45,0.591858,1,3
2154,13,123.631,-302.893,1200.5,0.788282,1,2
2154,13,96.0054,-316.959,1150.5,0.984809,1,1
2154,13,68.3731,-331,1100.5,1.18132,1,0
2155,13,-228.842,256.812,1300.5,0.444919,1,4
2155,13,-191.213,237.089,1250.5,0.666278,1,3
2155,13,-153.74,217.493,1200.5,0.887206,1,2
2155,13,-116.232,197.938,1150.5,1.10817,1,1
2155,13,-78.786,178.259,1100.5,1.32915,1,0
2156,-13,357.714,-50.9403,1300.5,0.341246,1,4
2156,-13,364.568,-57.5081,1250.5,0.511022,1,3
2156,-13,371.421,-64.083,1200.5,0.680801,1,2
2156,-13,378.282,-70.6605,1150.5,0.850584,1,1
2156,-13,385.142,-77.2342,1100.5,1.02037,1,0
2157,-13,372.053,354.274,1300.5,0.353213,1,4
2157,-13,369.667,358.968,1250.5,0.528887,1,3
2157,-13,367.372,363.662,1200.5,0.704563,1,2
2157,-13,365.096,368.028,1150.5,0.88015,1,1
2157,-13,362.648,372.417,1100.5,1.05579,1,0
2158,13,-193.211,-225.453,1300.5,0.446734,1,4
2158,13,-198.404,-269.185,1250.5,0.668989,1,3
2158,13,-203.581,-312.932,1200.5,0.891273,1,2
2158,13,-208.751,-356.666,1150.5,1.11352,1,1
2158,13,-213.925,-400.396,1100.5,1.33577,1,0
2159,-13,382.984,224.286,1300.5,1.12784,1,4
2159,-13,494.985,339.138,1250.5,1.68842,1,3
2160,-13,-137.284,-437.878,1300.5,0.395949,1,4
2160,-13,-114.408,-457.115,1250.5,0.592909,1,3
2160,-13,-91.6293,-476.403,1200.5,0.789799,1,2
2160,-13,-68.7736,-495.668,1150.5,0.986771,1,1
2162,13,452.068,77.3586,1300.5,0.479966,1,4
2162,13,487.396,40.2541,1250.5,0.71876,1,3
2164,13,396.269,74.5557,1300.5,0.758068,1,4
2164,13,455.271,-7.8419,1250.5,1.13504,1,3
2165,13,-89.3271,129.694,1300.5,0.368408,1,4
2165,13,-90.0433,152.224,1250.5,0.551708,1,3
2165,13,-90.7768,174.734,1200.5,0.734979,1,2
2165,13,-91.514,197.242,1150.5,0.918249,1,1
2165,13,-92.2076,219.847,1100.5,1.10165,1,0
2166,13,269.26,141.238,1300.5,0.457763,1,4
2166,13,304.822,115.231,1250.5,0.685754,1,3
2166,13,340.413,89.388,1200.5,0.913588,1,2
2166,13,376.019,63.4149,1150.5,1.14163,1,1
2166,13,411.519,37.4792,1100.5,1.36945,1,0
2167,13,254.287,-391.645,1300.5,0.418436,1,4
2167,13,290.568,-383.413,1250.5,0.626815,1,3
2167,13,326.829,-375.206,1200.5,0.835137,1,2
2167,13,362.997,-366.952,1150.5,1.0433,1,1
2167,13,399.225,-358.709,1100.5,1.25158,1,0
2168,-13,-179.584,-227.46,1300.5,0.531852,1,4
2168,-13,-238.733,-210.34,1250.5,0.796495,1,3
2168,-13,-297.88,-193.237,1200.5,1.06112,1,2
2168,-13,-357.019,-176.116,1150.5,1.32573,1,1
2168,-13,-416.182,-159.012,1100.5,1.58774,1,0
2168,-13,-416.771,-158.842,1100,1.5904,1,0
2169,-13,473.349,141.739,1300.5,0.489773,1,4
2170,13,118.688,-324.117,1300.5,0.343724,1,4
2170,13,107.827,-321.305,1250.5,0.514731,1,3
2170,13,96.9721,-318.511,1200.5,0.682588,1,2
2170,13,96.9544,-318.507,1200.42,0.68573,1,2
2170,13,86.0929,-315.706,1150.5,0.856749,1,1
2170,13,75.2202,-312.907,1100.5,1.02776,1,0
2170,13,-426.767,-219.573,-1099.5,8.56701,0,0
2170,13,-438.821,-218.821,-1149.5,8.73872,0,1
2170,13,-450.892,-218.054,-1199.5,8.90814,0,2
2170,13,-450.971,-218.049,-1199.83,8.91045,0,2
2170,13,-462.915,-217.289,-1249.5,9.08215,0,3
2170,13,-474.966,-216.545,-1299.5,9.25386,0,4
2171,13,136.818,67.5455,1300.5,0.383615,1,4
2171,13,111.985,67.5862,1250.5,0.574491,1,3
2171,13,86.8407,67.7003,1200.5,0.765856,1,2
2171,13,61.6433,67.62,1150.5,0.957303,1,1
2171,13,36.6982,67.39,1100.5,1.14836,1,0
2172,-13,489.92,-302.471,1300.5,0.520006,1,4
2174,13,214.379,402.589,1300.5,0.480418,1,4
2174,13,250.719,438.734,1250.5,0.719487,1,3
2174,13,287.001,474.824,1200.5,0.958363,1,2
2175,13,-169.914,-106.546,1300.5,0.528527,1,4
2175,13,-205.552,-57.104,1250.5,0.791588,1,3
2175,13,-241.193,-7.64904,1200.5,1.05468,1,2
2175,13,-276.799,41.7891,1150.5,1.31768,1,1
2175,13,-312.404,91.2106,1100.5,1.58064,1,0
2176,13,78.1293,-76.9433,1300.5,0.343415,1,4
2176,13,77.9215,-87.895,1250.5,0.511824,1,3
2176,13,77.9203,-87.9568,1250.22,0.514277,1,3
2176,13,77.7111,-98.8397,1200.5,0.685134,1,2
2176,13,77.4817,-109.751,1150.5,0.855966,1,1
2176,13,77.2646,-120.652,1100.5,1.02679,1,0
2177,13,-50.9432,-440.963,1300.5,0.350326,1,4
2177,13,-41.1792,-451.624,1250.5,0.524617,1,3
2177,13,-31.4663,-462.284,1200.5,0.698875,1,2
2177,13,-21.5775,-472.963,1150.5,0.873261,1,1
2177,13,-11.649,-483.612,1100.5,1.04765,1,0
2178,-13,481.863,451.562,1300.5,0.406232,1,4
2178,-13,478.268,485.357,1250.5,0.608311,1,3
2179,13,156.838,198.765,1300.5,0.395077,1,4
2179,13,137.231,222.286,1250.5,0.591663,1,3
2179,13,117.612,245.759,1200.5,0.788198,1,2
2179,13,97.9645,269.215,1150.5,0.984744,1,1
2179,13,78.3659,292.823,1100.5,1.17949,1,0
2179,13,78.1688,293.061,1100,1.18144,1,0
2180,13,287.869,-156.768,1300.5,0.546376,1,4
2180,13,224.825,-168.8,1250.5,0.818131,1,3
2180,13,161.773,-180.97,1200.5,1.08998,1,2
2180,13,98.7878,-193.141,1150.5,1.36165,1,1
2180,13,35.6185,-205.31,1100.5,1.6338,1,0
2181,13,-412.25,227.508,1300.5,0.375469,1,4
2181,13,-430.248,241.836,1250.5,0.562303,1,3
2181,13,-448.063,256.105,1200.5,0.748882,1,2
2181,13,-465.921,270.371,1150.5,0.935517,1,1
2181,13,-483.673,284.607,1100.5,1.12201,1,0
2182,13,-78.3574,-289.366,1300.5,0.383627,1,4
2182,13,-83.9456,-313.237,1250.5,0.574257,1,3
2182,13,-89.4176,-337.051,1200.5,0.76477,1,2
2182,13,-94.82,-360.745,1150.5,0.955076,1,1
2182,13,-99.2577,-384.072,1100.5,1.14458,1,0
2185,-13,285.892,-75.5173,1300.5,0.477737,1,4
2185,-13,285.21,-69.3598,1250.5,0.71671,1,3
2185,-13,283.967,-62.7769,1200.5,0.957068,1,2
2185,-13,282.482,-56.0851,1150.5,1.19839,1,1
2185,-13,281.865,-49.1997,1100.5,1.44064,1,0
2186,-13,107.947,330.11,1300.5,0.347079,1,4
2186,-13,96.0059,328.285,1250.5,0.519935,1,3
2186,-13,84.1215,326.447,1200.5,0.692744,1,2
2186,-13,72.2094,324.615,1150.5,0.865576,1,1
2186,-13,60.2923,322.853,1100.5,1.03841,1,0
2187,-13,417.484,-404.366,1300.5,0.377634,1,4
2187,-13,426.401,-380.045,1250.5,0.565501,1,3
2187,-13,435.326,-355.727,1200.5,0.753367,1,2
2187,-13,444.236,-331.422,1150.5,0.941207,1,1
2187,-13,453.161,-307.108,1100.5,1.12907,1,0
2189,13,-64.314,-85.6586,1300.5,0.338873,1,4
2189,13,-60.0821,-80.2731,1250.5,0.50748,1,3
2189,13,-55.8835,-74.8983,1200.5,0.676073,1,2
2189,13,-51.7282,-69.4108,1150.5,0.844696,1,1
2189,13,-47.5953,-63.9381,1100.5,1.01331,1,0
2189,13,103.02,177.288,-1099.5,8.4495,0,0
2189,13,102.979,180.955,-1149.5,8.61843,0,1
2189,13,103.105,184.468,-1199.5,8.78733,0,2
2189,13,103.317,187.914,-1249.5,8.95621,0,3
2189,13,103.521,191.436,-1299.5,9.12511,0,4
2190,13,412.669,258.828,1300.5,0.628953,1,4
2190,13,489.652,278.122,1250.5,0.941867,1,3
2191,-13,-407.183,37.5519,1300.5,0.366143,1,4
2191,-13,-391.593,38.3018,1250.5,0.54827,1,3
2191,-13,-376.366,39.0589,1200.5,0.73005,1,2
2191,-13,-361.064,39.8246,1150.5,0.911929,1,1
2191,-13,-345.897,40.5355,1100.5,1.09368,1,0
2193,13,20.6713,-387.931,1300.5,0.385194,1,4
2193,13,1.38664,-380.549,1250.5,0.576764,1,3
2193,13,-17.9705,-373.281,1200.5,0.768397,1,2
2193,13,-37.6349,-366.305,1150.5,0.96032,1,1
2193,13,-57.0214,-359.297,1100.5,1.15192,1,0
2194,13,-57.8312,-395.923,1300.5,0.394665,1,4
2194,13,-48.4581,-366.304,1250.5,0.591034,1,3
2194,13,-39.0797,-336.697,1200.5,0.787384,1,2
2194,13,-29.7057,-307.067,1150.5,0.983772,1,1
2194,13,-20.3425,-277.441,1100.5,1.18015,1,0
2195,13,407.09,473.604,1300.5,0.441228,1,4
2195,13,366.627,487.425,1250.5,0.660715,1,3
2196,-13,-309.076,124.69,1300.5,0.348782,1,4
2196,-13,-322.975,121.212,1250.5,0.522298,1,3
2196,-13,-336.873,117.718,1200.5,0.695817,1,2
2196,-13,-350.759,114.225,1150.5,0.865882,1,1
2196,-13,-350.761,114.225,1150.49,0.869325,1,1
2196,-13,-364.65,110.744,1100.5,1.04283,1,0
2197,13,389.291,230.89,1300.5,0.359067,1,4
2197,13,406.953,224.51,1250.5,0.53764,1,3
2197,13,424.575,218.112,1200.5,0.716177,1,2
2197,13,442.317,211.643,1150.5,0.894879,1,1
2197,13,460.025,205.28,1100.5,1.0735,1,0
2198,13,-106.403,429.529,1300.5,0.877175,1,4
2198,13,14.2427,437.21,1250.5,1.31384,1,3
2198,13,134.713,444.819,1200.5,1.74993,1,2
2198,13,254.996,452.565,1150.5,2.18547,1,1
2198,13,375.592,460.246,1100.5,2.61452,1,0
2198,13,375.939,460.268,1100.36,2.62199,1,0
2199,-13,-98.786,-238.171,1300.5,0.435244,1,4
2199,-13,-139.976,-234.487,1250.5,0.651806,1,3
2199,-13,-181.133,-230.799,1200.5,0.868296,1,2
2199,-13,-222.319,-227.089,1150.5,1.08485,1,1
2199,-13,-263.498,-223.387,1100.5,1.3014,1,0
2200,13,384.843,-338.674,1300.5,0.367977,1,4
2200,13,402.688,-325.003,1250.5,0.551197,1,3
2200,13,420.521,-311.345,1200.5,0.734389,1,2
2200,13,438.368,-297.719,1150.5,0.91757,1,1
2200,13,456.227,-284.104,1100.5,1.10076,1,0
2201,13,279.784,230.501,1300.5,0.344636,1,4
2201,13,275.443,229.056,1250.5,0.516191,1,3
2201,13,271.125,227.427,1200.5,0.687765,1,2
2201,13,266.818,226.046,1150.5,0.859314,1,1
2201,13,262.692,224.68,1100.5,1.03082,1,0
2202,-13,-91.7547,272.285,1300.5,0.856192,1,4
2202,-13,5.88191,337.849,1250.5,1.28259,1,3
2202,-13,103.468,403.372,1200.5,1.70877,1,2
2202,-13,200.972,468.825,1150.5,2.13462,1,1
2203,13,-433.224,-204.097,1300.5,0.345964,1,4
2203,13,-433.27,-203.869,1299.59,0.346277,1,4
2203,13,-435.73,-191.544,1250.5,0.518585,1,3
2203,13,-438.211,-178.977,1200.5,0.6909,1,2
2203,13,-440.751,-166.41,1150.5,0.863225,1,1
2203,13,-443.302,-153.844,1100.5,1.03555,1,0
2204,-13,130.625,335.151,1300.5,0.412422,1,4
2204,-13,133.175,370.635,1250.5,0.61761,1,3
2204,-13,135.775,406.104,1200.5,0.822778,1,2
2204,-13,138.414,441.532,1150.5,1.02787,1,1
2204,-13,141.069,477.075,1100.5,1.2332,1,0
2205,13,209.452,-270.858,1300.5,0.406535,1,4
2205,13,220.62,-303.104,1250.5,0.608666,1,3
2205,13,231.835,-335.443,1200.5,0.811,1,2
2205,13,243.039,-367.827,1150.5,1.0134,1,1
2205,13,254.204,-400.312,1100.5,1.21596,1,0
2206,13,-285.053,116.955,1300.5,0.377431,1,4
2206,13,-309.229,125.475,1250.5,0.565248,1,3
2206,13,-333.418,134.016,1200.5,0.753094,1,2
2206,13,-357.605,142.52,1150.5,0.940918,1,1
2206,13,-381.748,151.058,1100.5,1.12869,1,0
2207,13,-52.8269,247.517,1300.5,0.587035,1,4
2207,13,-122.136,265.041,1250.5,0.880055,1,3
2207,13,-191.612,282.499,1200.5,1.17347,1,2
2207,13,-261.061,299.864,1150.5,1.46674,1,1
2207,13,-330.211,317.102,1100.5,1.75912,1,0
2208,-13,-451.489,-301.199,1300.5,0.349135,1,4
2208,-13,-465.86,-301.528,1250.5,0.52282,1,3
2208,-13,-480.242,-301.859,1200.5,0.696517,1,2
2208,-13,-494.616,-302.221,1150.5,0.870205,1,1
2209,13,335.412,443.785,1300.5,0.379515,1,4
2209,13,335.684,443.422,1299.64,0.380057,1,4
2209,13,351.38,422.597,1250.5,0.569169,1,3
2209,13,367.324,401.428,1200.5,0.758233,1,2
2209,13,383.196,380.272,1150.5,0.944827,1,1
2209,13,383.313,380.116,1150.13,0.947211,1,1
2209,13,398.971,359.128,1100.5,1.13609,1,0
2210,13,-182.809,190.952,1300.5,0.360747,1,4
2210,13,-174.381,208.887,1250.5,0.54025,1,3
2210,13,-165.919,226.826,1200.5,0.719775,1,2
2210,13,-157.53,244.8,1150.5,0.899301,1,1
2210,13,-149.149,262.731,1100.5,1.07877,1,0
2211,13,191.551,456.662,1300.5,0.472395,1,4
2211,13,163.11,495.643,1250.5,0.708326,1,3
2212,-13,-57.774,117.049,1300.5,0.440335,1,4
2212,-13,-51.8225,74.9005,1250.5,0.659392,1,3
2212,-13,-45.8746,32.7585,1200.5,0.878434,1,2
2212,-13,-39.9533,-9.38517,1150.5,1.09747,1,1
2212,-13,-34.0465,-51.5128,1100.5,1.31647,1,0
2213,13,-6.66689,-184.665,1300.5,0.441923,1,4
2213,13,32.8802,-179.182,1250.5,0.662433,1,3
2213,13,72.3296,-173.52,1200.5,0.882788,1,2
2213,13,111.955,-167.941,1150.5,1.10352,1,1
2213,13,151.517,-162.459,1100.5,1.32408,1,0
2214,13,44.8194,3.95703,1300.5,0.402801,1,4
2214,13,44.2927,3.76012,1299.66,0.403439,1,4
2214,13,13.4962,-7.72675,1250.5,0.604164,1,3
2214,13,-17.8501,-19.4477,1200.5,0.804955,1,2
2214,13,-49.1838,-31.2046,1150.5,1.00575,1,1
2214,13,-80.5381,-42.9677,1100.5,1.20658,1,0
2215,13,288.494,386.454,1300.5,0.349741,1,4
2215,13,302.734,388.81,1250.5,0.523713,1,3
2215,13,317.011,391.163,1200.5,0.697718,1,2
2215,13,331.236,393.546,1150.5,0.871679,1,1
2215,13,345.477,395.878,1100.5,1.04565,1,0
2216,13,-313.824,167.575,1300.5,0.338518,1,4
2216,13,-313.952,173.489,1250.5,0.50695,1,3
2216,13,-314.096,179.311,1200.5,0.675345,1,2
2216,13,-314.263,185.13,1150.5,0.843741,1,1
2216,13,-314.398,190.935,1100.5,1.01213,1,0
2216,13,-438.421,421.861,-1099.5,8.46266,0,0
2216,13,-442.504,424.668,-1149.5,8.63327,0,1
2216,13,-446.715,427.615,-1199.5,8.80396,0,2
2216,13,-450.953,430.451,-1249.5,8.97463,0,3
2216,13,-455.304,433.145,-1299.5,9.14531,0,4
2217,13,282.155,-133.01,1300.5,0.359142,1,4
2217,13,301.208,-134.904,1250.5,0.537817,1,3
2217,13,320.277,-136.809,1200.5,0.716512,1,2
2217,13,339.339,-138.721,1150.5,0.895199,1,1
2217,13,358.392,-140.635,1100.5,1.07388,1,0
2218,13,-269.05,230.796,1300.5,0.412895,1,4
2218,13,-238.935,250.385,1250.5,0.618306,1,3
2218,13,-208.816,269.963,1200.5,0.823711,1,2
2218,13,-178.681,289.535,1150.5,1.02914,1,1
2218,13,-148.545,309.09,1100.5,1.23454,1,0
2219,13,45.5079,94.2177,1300.5,0.743089,1,4
2219,13,123.188,32.9796,1250.5,1.1128,1,3
2219,13,200.866,-28.2594,1200.5,1.4825,1,2
2219,13,278.546,-89.4954,1150.5,1.8522,1,1
2219,13,356.221,-150.731,1100.5,2.22188,1,0
2221,-13,-304.376,-75.9815,1300.5,0.610396,1,4
2221,-13,-317.979,-84.8352,1250.5,0.919585,1,3
2221,-13,-333.988,-95.5661,1200.5,1.23895,1,2
2221,-13,-351.116,-102.243,1150.5,1.56128,1,1
2221,-13,-368.787,-110.366,1100.5,1.89241,1,0
2222,-13,-160.48,156.194,1300.5,0.606388,1,4
2222,-13,-129.189,123.932,1250.5,0.906601,1,3
2222,-13,-98.0763,91.6355,1200.5,1.20771,1,2
2222,-13,-68.4334,61.1787,1150.5,1.50401,1,1
2222,-13,-40.447,30.5309,1100.5,1.79842,1,0
2223,13,273.115,113.809,1300.5,0.357438,1,4
2223,13,290.135,117.571,1250.5,0.535228,1,3
2223,13,307.136,121.418,1200.5,0.713019,1,2
2223,13,324.204,125.234,1150.5,0.890879,1,1
2223,13,341.175,129.036,1100.5,1.06863,1,0
2224,13,-151.225,-71.2005,1300.5,0.445838,1,4
2224,13,-182.557,-86.9229,1250.5,0.667958,1,3
2224,13,-214.118,-103.598,1200.5,0.891599,1,2
2224,13,-244.966,-119.912,1150.5,1.11356,1,1
2224,13,-275.108,-135.832,1100.5,1.33391,1,0
2226,-13,3.53385,207.212,1300.5,0.42996,1,4
2226,-13,-26.1631,185.943,1250.5,0.643815,1,3
