particleName,Track ID,PosX,PosY,PosZ,kinEnergy / Mev,time
3,mu-,1,-79.798,-39.5072,671.277,1449.8,9.04187
3,mu-,1,-81.3064,-40.0628,681.36,1444.13,9.07601
3,mu-,1,-86.0319,-41.6741,712.866,1430.89,9.18266
3,mu-,1,-87.9141,-42.3238,725.176,1424.43,9.22436
3,mu-,1,-90.7464,-43.2818,743.675,1407.52,9.28701
3,mu-,1,-98.9553,-46.1061,796.931,1386.77,9.46744
3,mu-,1,-99.3934,-46.2507,799.764,1384.84,9.47704
3,mu-,1,-101.047,-46.8049,810.571,1378.82,9.51365
3,mu-,1,-103.26,-47.5649,825.58,1372.14,9.56444
3,mu-,1,-111.655,-50.6022,881.894,1352.55,9.75512
3,mu-,1,-118.405,-52.9165,925.608,1335.87,9.90326
3,mu-,1,-129.734,-56.3813,1000,1310.2,10.1552
3,mu-,1,-134.518,-57.7766,1032.76,1310.2,10.266
3,mu-,1,-136.01,-58.2124,1042.97,1310.19,10.3006
3,mu-,1,-140.037,-59.3903,1070.56,1310.18,10.3939
3,mu-,1,-144.259,-60.6279,1099.5,1310.18,10.4919
3,mu-,1,-144.317,-60.6449,1099.9,1306.55,10.4932
3,mu-,1,-144.403,-60.6726,1100.5,1306.38,10.4952
3,mu-,1,-151.382,-62.921,1149.5,1306.37,10.661
3,mu-,1,-151.525,-62.9669,1150.5,1306,10.6644
3,mu-,1,-158.521,-65.2811,1199.5,1305.99,10.8301
3,mu-,1,-158.664,-65.3283,1200.5,1305.18,10.8335
3,mu-,1,-165.626,-67.7127,1249.5,1305.17,10.9992
3,mu-,1,-165.769,-67.7614,1250.5,1304.89,11.0026
3,mu-,1,-172.744,-70.1911,1299.5,1304.88,11.1684
3,mu-,1,-172.886,-70.2407,1300.5,1304.53,11.1718
3,mu-,1,-175.182,-71.0424,1316.62,1304.52,11.2263
3,mu-,1,-213.939,-84.5787,1588.8,1304.48,12.147
3,mu-,1,-227.513,-89.3057,1684.14,1304.43,12.4696
3,mu-,1,-230.115,-90.2079,1702.46,1304.43,12.5315
3,mu-,1,-234.743,-91.8141,1735.05,1304.42,12.6418
3,mu-,1,-265.159,-102.371,1949.24,1304.39,13.3663
4,mu-,1,250,250,-2000,2896.2,0
4,mu-,1,237.823,237.823,-1902.58,2896.18,0.330193
4,mu-,1,208.475,208.462,-1667.82,2896.12,1.12592
4,mu-,1,162.573,162.518,-1300.5,2896.05,2.37094
4,mu-,1,162.448,162.393,-1299.5,2895.56,2.37433
4,mu-,1,156.316,156.254,-1250.5,2895.56,2.54042
4,mu-,1,156.191,156.129,-1249.5,2895.27,2.54381
4,mu-,1,150.6,150.517,-1204.8,2895.25,2.69532
4,mu-,1,150.062,149.977,-1200.5,2895.25,2.70991
4,mu-,1,149.937,149.851,-1199.5,2894.97,2.7133
4,mu-,1,143.819,143.68,-1150.5,2894.97,2.8794
4,mu-,1,143.694,143.554,-1149.5,2894.63,2.88279
4,mu-,1,137.551,137.398,-1100.5,2894.62,3.04889
4,mu-,1,137.425,137.273,-1099.5,2894.2,3.05228
4,mu-,1,124.936,124.769,-1000,2894.18,3.38958
4,mu-,1,115.615,115.434,-925.723,2858.35,3.64138
4,mu-,1,115.553,115.372,-925.218,2856.6,3.64309
4,mu-,1,113.64,113.426,-909.519,2849.48,3.69627
4,mu-,1,113.105,112.879,-905.149,2846.4,3.71108
4,mu-,1,105.621,105.227,-843.946,2824.62,3.91846
4,mu-,1,99.0914,98.1622,-790.366,2804.59,4.10016
4,mu-,1,96.9465,95.8542,-772.976,2777.1,4.15915
4,mu-,1,89.62,88.0273,-714.697,2754.88,4.35695
4,mu-,1,85.3563,83.4667,-681.124,2741.38,4.47093
4,mu-,1,66.1285,62.681,-527.468,2687.32,4.99246
4,mu-,1,65.5189,62.0324,-522.807,2681.02,5.0083
4,mu-,1,54.4378,50.0993,-437.331,2650.64,5.29875
4,mu-,1,52.3551,47.8418,-420.996,2644.28,5.35424
4,mu-,1,49.3956,44.5999,-397.71,2526.12,5.43334
4,mu-,1,48.4037,43.455,-389.586,2521.84,5.46093
4,mu-,1,44.3367,38.6984,-355.952,2507.83,5.57514
4,mu-,1,44.2,38.5376,-354.799,2504.79,5.57905
4,mu-,1,43.9523,38.2448,-352.703,2503.42,5.58616
4,mu-,1,38.5566,31.8338,-306.898,2485.72,5.74161
4,mu-,1,38.3798,31.5857,-305.275,2481.53,5.74713
4,mu-,1,24.1564,11.4691,-174.609,2339.41,6.19103
4,mu-,1,23.8156,11.1249,-172.127,2328.98,6.19947
4,mu-,1,21.5029,8.6829,-154.747,2306.52,6.25858
4,mu-,1,19.1753,6.27347,-138.089,2286.78,6.31531
4,mu-,1,18.969,6.06645,-136.666,2282.59,6.32016
4,mu-,1,9.3885,-3.44907,-70.2678,2206.9,6.5464
4,mu-,1,5.19866,-6.61613,-44.0352,2175.29,6.63573
4,mu-,1,-1.28291,-12.5769,-1.66044,2126.61,6.78025
4,mu-,1,-6.07293,-17.5799,32.1962,2086.34,6.89565
4,mu-,1,-6.69345,-18.1413,36.231,2079.71,6.90942
4,mu-,1,-8.2241,-19.5238,46.2262,2067.75,6.9435
4,mu-,1,-8.55607,-19.8335,48.4433,2056.01,6.95106
4,mu-,1,-13.1631,-24.2755,79.5116,2020.3,7.05699
4,mu-,1,-14.1753,-25.2322,86.0924,2011.83,7.07946
4,mu-,1,-16.6159,-27.7336,102.764,1992.95,7.13635
4,mu-,1,-23.1645,-34.6622,149.602,1940.2,7.29599
4,mu-,1,-24.8852,-36.3913,161.6,1922.7,7.33688
4,mu-,1,-28.9719,-40.7508,191.969,1889.29,7.44026
4,mu-,1,-33.2324,-45.9187,226.77,1872.99,7.55864
4,mu-,1,-35.7321,-48.8947,246.997,1862.24,7.62745
4,mu-,1,-37.7189,-51.2297,262.599,1852.88,7.68056
4,mu-,1,-42.5043,-56.9485,300.761,1832.05,7.81045
4,mu-,1,-46.4875,-61.5666,332.448,1820.92,7.91825
4,mu-,1,-49.282,-64.6004,353.954,1811.23,7.9914
4,mu-,1,-49.6438,-64.98,356.707,1809.36,8.00077
4,mu-,1,-49.8228,-65.169,358.063,1807.65,8.00538
4,mu-,1,-50.246,-65.6182,361.275,1805.74,8.0163
4,mu-,1,-53.0261,-68.5528,382.331,1785.59,8.08793
4,mu-,1,-60.369,-76.0045,437.381,1765.1,8.27514
4,mu-,1,-66.3687,-81.9851,483.876,1746.65,8.43303
4,mu-,1,-68.3941,-84.0685,499.244,1740.47,8.48529
4,mu-,1,-74.9329,-91.0986,549.883,1719.35,8.65749
4,mu-,1,-77.1921,-93.3699,567.536,1712.46,8.71744
4,mu-,1,-81.7739,-98.6133,604.675,1698.21,8.84369
4,mu-,1,-81.9164,-98.7896,605.919,1696.02,8.84792
4,mu-,1,-83.0189,-100.165,615.765,1687.56,8.88134
4,mu-,1,-91.9052,-111.889,698.731,1655.33,9.16289
4,mu-,1,-95.4458,-116.49,731.346,1643.37,9.27359
4,mu-,1,-99.9691,-122.375,771.88,1627.3,9.4113
4,mu-,1,-103.723,-127.133,804.05,1613.96,9.5207
4,mu-,1,-105.48,-129.393,818.975,1607.52,9.57149
4,mu-,1,-111.51,-137.355,871.325,1586.83,9.7496
4,mu-,1,-116.924,-144.4,918.865,1569.32,9.91123
4,mu-,1,-120.51,-148.741,949.635,1557.77,10.0158
4,mu-,1,-123.323,-152.162,973.393,1548.2,10.0966
4,mu-,1,-125.383,-154.734,991.403,1541.56,10.1578
4,mu-,1,-126.35,-155.972,1000,1538.88,10.187
4,mu-,1,-130.617,-161.305,1037.3,1538.87,10.3137
4,mu-,1,-137.733,-170.199,1099.5,1538.86,10.5251
4,mu-,1,-137.848,-170.342,1100.5,1538.51,10.5285
4,mu-,1,-140.767,-173.982,1125.99,1538.51,10.6151
4,mu-,1,-143.459,-177.338,1149.5,1538.51,10.695
4,mu-,1,-143.573,-177.481,1150.5,1538.21,10.6984
4,mu-,1,-149.203,-184.484,1199.5,1538.2,10.8649
4,mu-,1,-149.318,-184.627,1200.5,1537.86,10.8683
4,mu-,1,-154.643,-191.297,1246.55,1537.86,11.0248
4,mu-,1,-154.984,-191.724,1249.5,1537.86,11.0349
4,mu-,1,-155.1,-191.869,1250.5,1537.59,11.0383
4,mu-,1,-155.673,-192.583,1255.42,1537.59,11.055
4,mu-,1,-160.806,-198.974,1299.5,1537.58,11.2049
4,mu-,1,-160.922,-199.12,1300.5,1537.3,11.2083
4,mu-,1,-186.147,-231.073,1519.43,1537.25,11.9526
4,mu-,1,-198.488,-246.73,1626.66,1537.23,12.3172
4,mu-,1,-204.554,-254.411,1679.3,1537.22,12.4961
4,mu-,1,-217.16,-270.385,1788.78,1537.18,12.8683
4,mu-,1,-218.396,-271.948,1799.5,1537.18,12.9048
4,mu-,1,-237.676,-296.339,1966.85,1537.16,13.4737
