event_no,X,Y,Z,angle
224.0,0.0,0.0,0.0,0.0
225.0,0.0,0.0,0.0,0.0
226.0,-296.09762265260963,-405.2061726320949,97.8003295907198,0.0685627928535902
227.0,0.0,0.0,0.0,0.0
228.0,0.0,0.0,0.0,0.0
229.0,0.0,0.0,0.0,0.0
230.0,0.0,0.0,0.0,0.0
231.0,0.0,0.0,0.0,0.0
232.0,0.0,0.0,0.0,0.0
233.0,0.0,0.0,0.0,0.0
234.0,0.0,0.0,0.0,0.0
235.0,0.0,0.0,0.0,0.0
236.0,-289.14072379005523,176.90444066989028,-171.0579330554923,0.005569298092914817
237.0,0.0,0.0,0.0,0.0
238.0,0.0,0.0,0.0,0.0
239.0,0.0,0.0,0.0,0.0
240.0,0.0,0.0,0.0,0.0
241.0,0.0,0.0,0.0,0.0
242.0,0.0,0.0,0.0,0.0
243.0,388.75174599016765,244.92617134134287,-374.3930900005961,0.036582248472758865
244.0,0.0,0.0,0.0,0.0
245.0,0.0,0.0,0.0,0.0
246.0,0.0,0.0,0.0,0.0
247.0,-292.4337111908666,-195.50074174235715,66.60358304818624,0.016533058018086612
248.0,0.0,0.0,0.0,0.0
249.0,0.0,0.0,0.0,0.0
250.0,0.0,0.0,0.0,0.0
251.0,-246.6894306880841,481.9091440138044,155.35732997513782,0.11594831259855014
252.0,0.0,0.0,0.0,0.0
253.0,0.0,0.0,0.0,0.0
254.0,0.0,0.0,0.0,0.0
255.0,0.0,0.0,0.0,0.0
256.0,0.0,0.0,0.0,0.0
257.0,118.86497403367844,173.59078110366903,-20.97310237285177,0.005069332784915512
258.0,0.0,0.0,0.0,0.0
259.0,290.4279846231719,235.18545335310512,3947.4161081862394,0.002261297419031495
260.0,0.0,0.0,0.0,0.0
261.0,0.0,0.0,0.0,0.0
262.0,0.0,0.0,0.0,0.0
263.0,-76.94393049504988,82.86049426030038,-126.28506860038297,0.03427742623847037
264.0,-214.68958012468917,-349.4279349937579,-111.11884216004569,0.10623790420873816
265.0,0.0,0.0,0.0,0.0
266.0,0.0,0.0,0.0,0.0
267.0,0.0,0.0,0.0,0.0
268.0,0.0,0.0,0.0,0.0
269.0,0.0,0.0,0.0,0.0
270.0,-172.9743644525011,-63.75001579485452,-458.43743613243976,0.023226570606121683
271.0,0.0,0.0,0.0,0.0
272.0,502.90128833144206,-76.31749977673708,-509.191960589318,0.013391838433745598
273.0,0.0,0.0,0.0,0.0
274.0,0.0,0.0,0.0,0.0
275.0,0.0,0.0,0.0,0.0
276.0,0.0,0.0,0.0,0.0
277.0,0.0,0.0,0.0,0.0
278.0,0.0,0.0,0.0,0.0
279.0,399.4106428903437,-298.32838043676895,-248.85087389670161,0.037453573354091094
280.0,519.771338389814,327.5386354459623,-330.2314302447132,0.055244572335131574
281.0,0.0,0.0,0.0,0.0
282.0,0.0,0.0,0.0,0.0
283.0,0.0,0.0,0.0,0.0
284.0,0.0,0.0,0.0,0.0
285.0,0.0,0.0,0.0,0.0
286.0,0.0,0.0,0.0,0.0
287.0,0.0,0.0,0.0,0.0
288.0,0.0,0.0,0.0,0.0
289.0,0.0,0.0,0.0,0.0
290.0,19.829023008892495,-67.59268867028537,297.74996545800695,0.012241437632856211
291.0,0.0,0.0,0.0,0.0
292.0,0.0,0.0,0.0,0.0
293.0,19.30028859679652,-220.4035267604569,-594.2248984951557,0.2273016608228141
294.0,0.0,0.0,0.0,0.0
295.0,0.0,0.0,0.0,0.0
296.0,1061.3047195903737,562.4674349121826,3098.7798189426994,0.0024149033510133494
297.0,0.0,0.0,0.0,0.0
298.0,0.0,0.0,0.0,0.0
299.0,0.0,0.0,0.0,0.0
300.0,230.52628828809162,409.8633001190458,-200.62544580126155,0.002083367323556118
301.0,0.0,0.0,0.0,0.0
302.0,0.0,0.0,0.0,0.0
303.0,0.0,0.0,0.0,0.0
304.0,-525.8328260537178,325.91283497678205,-251.9033230067962,0.013784464636587227
305.0,0.0,0.0,0.0,0.0
306.0,0.0,0.0,0.0,0.0
307.0,0.0,0.0,0.0,0.0
308.0,0.0,0.0,0.0,0.0
309.0,0.0,0.0,0.0,0.0
310.0,0.0,0.0,0.0,0.0
311.0,0.0,0.0,0.0,0.0
312.0,0.0,0.0,0.0,0.0
313.0,0.0,0.0,0.0,0.0
314.0,0.0,0.0,0.0,0.0
315.0,0.0,0.0,0.0,0.0
316.0,-28.83862490882818,-101.31007814596191,73.06572768473472,0.0032281450233495983
317.0,0.0,0.0,0.0,0.0
318.0,0.0,0.0,0.0,0.0
319.0,0.0,0.0,0.0,0.0
320.0,0.0,0.0,0.0,0.0
321.0,0.0,0.0,0.0,0.0
322.0,0.0,0.0,0.0,0.0
323.0,0.0,0.0,0.0,0.0
324.0,0.0,0.0,0.0,0.0
325.0,0.0,0.0,0.0,0.0
326.0,0.0,0.0,0.0,0.0
327.0,0.0,0.0,0.0,0.0
328.0,0.0,0.0,0.0,0.0
329.0,0.0,0.0,0.0,0.0
330.0,0.0,0.0,0.0,0.0
331.0,0.0,0.0,0.0,0.0
332.0,0.0,0.0,0.0,0.0
333.0,0.0,0.0,0.0,0.0
334.0,0.0,0.0,0.0,0.0
335.0,0.0,0.0,0.0,0.0
336.0,0.0,0.0,0.0,0.0
337.0,0.0,0.0,0.0,0.0
338.0,0.0,0.0,0.0,0.0
339.0,0.0,0.0,0.0,0.0
340.0,184.96841081439544,-193.2378810612375,-174.14038468552894,0.044255978293966984
341.0,-348.24176688693694,-134.67983302639783,651.2824276500717,0.008413058170526911
342.0,-295.53833054487836,-52.10052882103389,-173.19095208383635,0.15547457618662
343.0,0.0,0.0,0.0,0.0
344.0,524.8438968188032,-391.9578850281325,-399.7110327026273,0.08162000727577902
345.0,0.0,0.0,0.0,0.0
346.0,0.0,0.0,0.0,0.0
347.0,0.0,0.0,0.0,0.0
348.0,0.0,0.0,0.0,0.0
349.0,-128.02180282099232,135.47241536258582,-479.1025678885098,0.00228388292375831
350.0,0.0,0.0,0.0,0.0
351.0,3.2153769315491276,323.62015702469284,666.3210567853173,0.02787448404764143
352.0,0.0,0.0,0.0,0.0
353.0,0.0,0.0,0.0,0.0
354.0,0.0,0.0,0.0,0.0
355.0,0.0,0.0,0.0,0.0
356.0,0.0,0.0,0.0,0.0
357.0,0.0,0.0,0.0,0.0
358.0,-267.22738171914114,-449.3235436069175,-440.1293001852605,0.029159684344809162
359.0,0.0,0.0,0.0,0.0
360.0,0.0,0.0,0.0,0.0
361.0,0.0,0.0,0.0,0.0
362.0,0.0,0.0,0.0,0.0
363.0,0.0,0.0,0.0,0.0
364.0,0.0,0.0,0.0,0.0
365.0,0.0,0.0,0.0,0.0
366.0,-576.9077853315234,30.011620235560592,302.7558480920367,0.014454713782089465
367.0,0.0,0.0,0.0,0.0
368.0,0.0,0.0,0.0,0.0
369.0,0.0,0.0,0.0,0.0
370.0,0.0,0.0,0.0,0.0
371.0,0.0,0.0,0.0,0.0
372.0,0.0,0.0,0.0,0.0
373.0,0.0,0.0,0.0,0.0
374.0,0.0,0.0,0.0,0.0
375.0,0.0,0.0,0.0,0.0
376.0,404.27650087340953,205.83616341664128,-95.17668260145189,0.039330197440354625
377.0,0.0,0.0,0.0,0.0
378.0,0.0,0.0,0.0,0.0
379.0,0.0,0.0,0.0,0.0
380.0,-51.750096308650356,-59.37861036753626,-264.8061611636822,0.013990347443205363
381.0,0.0,0.0,0.0,0.0
382.0,0.0,0.0,0.0,0.0
383.0,0.0,0.0,0.0,0.0
384.0,0.0,0.0,0.0,0.0
385.0,0.0,0.0,0.0,0.0
386.0,0.0,0.0,0.0,0.0
387.0,0.0,0.0,0.0,0.0
388.0,0.0,0.0,0.0,0.0
389.0,0.0,0.0,0.0,0.0
390.0,0.0,0.0,0.0,0.0
391.0,0.0,0.0,0.0,0.0
392.0,0.0,0.0,0.0,0.0
393.0,732.4749010787383,564.9531722623574,-636.4089249881469,0.06520914273877548
394.0,-3.237511334739672,-209.1078183671318,-254.45611094871873,0.007829712286553417
395.0,-158.65912645752596,-286.964498700042,485.46017851878264,0.020815295081194164
396.0,54.94269141713847,353.571652503548,1.957868504371504,0.026807779705057367
397.0,0.0,0.0,0.0,0.0
398.0,0.0,0.0,0.0,0.0
399.0,0.0,0.0,0.0,0.0
400.0,291.8231100492392,-176.28933392400336,1224.501622676287,0.048913183671548253
401.0,0.0,0.0,0.0,0.0
402.0,0.0,0.0,0.0,0.0
403.0,0.0,0.0,0.0,0.0
404.0,0.0,0.0,0.0,0.0
405.0,0.0,0.0,0.0,0.0
406.0,0.0,0.0,0.0,0.0
407.0,0.0,0.0,0.0,0.0
408.0,0.0,0.0,0.0,0.0
409.0,0.0,0.0,0.0,0.0
410.0,0.0,0.0,0.0,0.0
411.0,0.0,0.0,0.0,0.0
412.0,0.0,0.0,0.0,0.0
413.0,-140.76218385432043,318.4506406994552,143.73177486055476,0.05402933776764703
414.0,0.0,0.0,0.0,0.0
415.0,0.0,0.0,0.0,0.0
416.0,0.0,0.0,0.0,0.0
417.0,114.11979266823772,-98.63632921814349,88.48698501977816,0.02680618184585856
418.0,0.0,0.0,0.0,0.0
419.0,0.0,0.0,0.0,0.0
420.0,0.0,0.0,0.0,0.0
421.0,0.0,0.0,0.0,0.0
422.0,0.0,0.0,0.0,0.0
423.0,-75.84257179852786,58.18550325606644,927.844161573644,0.019652481368080423
424.0,0.0,0.0,0.0,0.0
425.0,0.0,0.0,0.0,0.0
426.0,0.0,0.0,0.0,0.0
427.0,0.0,0.0,0.0,0.0
428.0,0.0,0.0,0.0,0.0
429.0,0.0,0.0,0.0,0.0
430.0,0.0,0.0,0.0,0.0
431.0,-597.3898790117398,-290.0400585451422,1702.315736370929,0.004864662274163942
432.0,0.0,0.0,0.0,0.0
433.0,0.0,0.0,0.0,0.0
434.0,0.0,0.0,0.0,0.0
435.0,0.0,0.0,0.0,0.0
436.0,340.1052096827986,214.79312497651003,126.63797911970673,0.05887467761470314
437.0,0.0,0.0,0.0,0.0
438.0,0.0,0.0,0.0,0.0
439.0,0.0,0.0,0.0,0.0
440.0,-143.98784668128067,336.85396088135474,-144.87699939856708,0.006061878482111409
441.0,0.0,0.0,0.0,0.0
442.0,0.0,0.0,0.0,0.0
443.0,0.0,0.0,0.0,0.0
444.0,0.0,0.0,0.0,0.0
445.0,0.0,0.0,0.0,0.0
446.0,0.0,0.0,0.0,0.0
447.0,-247.05184065100192,320.0982741929879,116.38871471922536,0.02170514014293658
448.0,0.0,0.0,0.0,0.0
449.0,0.0,0.0,0.0,0.0
450.0,0.0,0.0,0.0,0.0
451.0,0.0,0.0,0.0,0.0
452.0,0.0,0.0,0.0,0.0
453.0,0.0,0.0,0.0,0.0
454.0,189.52872193507062,407.00331192606495,47.57628868922984,0.016970736230789048
455.0,0.0,0.0,0.0,0.0
456.0,0.0,0.0,0.0,0.0
457.0,0.0,0.0,0.0,0.0
458.0,0.0,0.0,0.0,0.0
459.0,0.0,0.0,0.0,0.0
460.0,0.0,0.0,0.0,0.0
461.0,0.0,0.0,0.0,0.0
462.0,0.0,0.0,0.0,0.0
463.0,0.0,0.0,0.0,0.0
464.0,-197.3837312701977,255.71064784408622,592.237106491513,0.0029724936971982233
465.0,0.0,0.0,0.0,0.0
466.0,412.7411879801483,252.6701567384938,-73.44206741102658,0.04374135922393317
467.0,0.0,0.0,0.0,0.0
468.0,0.0,0.0,0.0,0.0
469.0,0.0,0.0,0.0,0.0
470.0,0.0,0.0,0.0,0.0
471.0,0.0,0.0,0.0,0.0
472.0,0.0,0.0,0.0,0.0
473.0,-208.88225185034372,-174.91772955894749,-116.77241185182191,0.059339741635949864
474.0,0.0,0.0,0.0,0.0
475.0,0.0,0.0,0.0,0.0
476.0,0.0,0.0,0.0,0.0
477.0,0.0,0.0,0.0,0.0
478.0,0.0,0.0,0.0,0.0
479.0,0.0,0.0,0.0,0.0
480.0,0.0,0.0,0.0,0.0
481.0,0.0,0.0,0.0,0.0
482.0,0.0,0.0,0.0,0.0
483.0,0.0,0.0,0.0,0.0
484.0,289.956385771065,-217.44632709215594,-30.57999003795743,0.0063614523975215435
485.0,0.0,0.0,0.0,0.0
486.0,0.0,0.0,0.0,0.0
487.0,0.0,0.0,0.0,0.0
488.0,0.0,0.0,0.0,0.0
489.0,0.0,0.0,0.0,0.0
490.0,0.0,0.0,0.0,0.0
491.0,0.0,0.0,0.0,0.0
492.0,673.5759929567978,-153.55896859900184,-56.498113468038355,0.06074520343902851
493.0,0.0,0.0,0.0,0.0
494.0,-666.935178802184,594.8574472342634,-717.3435029844181,0.0012288081348643507
495.0,-483.37854109991156,-56.44078402439649,-266.65019733856,0.21093190023678313
496.0,0.0,0.0,0.0,0.0
497.0,0.0,0.0,0.0,0.0
498.0,0.0,0.0,0.0,0.0
499.0,0.0,0.0,0.0,0.0
500.0,0.0,0.0,0.0,0.0
501.0,681.0111376379765,-5.893389253750083,-349.56083020126505,0.0305529648514636
502.0,0.0,0.0,0.0,0.0
503.0,0.0,0.0,0.0,0.0
504.0,0.0,0.0,0.0,0.0
505.0,0.0,0.0,0.0,0.0
506.0,0.0,0.0,0.0,0.0
507.0,0.0,0.0,0.0,0.0
508.0,0.0,0.0,0.0,0.0
509.0,0.0,0.0,0.0,0.0
510.0,0.0,0.0,0.0,0.0
511.0,0.0,0.0,0.0,0.0
512.0,0.0,0.0,0.0,0.0
513.0,0.0,0.0,0.0,0.0
514.0,127.86433203635761,-94.42150471231203,-165.1147236475864,0.0024200520183073103
515.0,428.37729988886156,-426.54681073746406,-651.5962116164483,0.00042748665637409226
516.0,0.0,0.0,0.0,0.0
517.0,0.0,0.0,0.0,0.0
518.0,0.0,0.0,0.0,0.0
519.0,0.0,0.0,0.0,0.0
520.0,0.0,0.0,0.0,0.0
521.0,48.59728287188328,-205.42960396172742,-233.91744056660457,0.2521136659338969
522.0,415.72034396601987,-193.91489383978868,-151.90410560861548,0.0023210253041708396
523.0,0.0,0.0,0.0,0.0
524.0,0.0,0.0,0.0,0.0
525.0,0.0,0.0,0.0,0.0
526.0,0.0,0.0,0.0,0.0
527.0,-73.52932407709042,-77.97498826407596,613.1895866745699,0.01220581317868288
528.0,0.0,0.0,0.0,0.0
529.0,509.72927278810164,-663.4118710503412,-1785.40100416933,0.0005438720396065575
530.0,0.0,0.0,0.0,0.0
531.0,0.0,0.0,0.0,0.0
532.0,0.0,0.0,0.0,0.0
533.0,0.0,0.0,0.0,0.0
534.0,0.0,0.0,0.0,0.0
535.0,0.0,0.0,0.0,0.0
536.0,0.0,0.0,0.0,0.0
537.0,0.0,0.0,0.0,0.0
538.0,-149.00689141796812,290.20055394860555,-98.93182232385294,0.01098044854377769
539.0,0.0,0.0,0.0,0.0
540.0,0.0,0.0,0.0,0.0
541.0,0.0,0.0,0.0,0.0
542.0,0.0,0.0,0.0,0.0
543.0,0.0,0.0,0.0,0.0
544.0,0.0,0.0,0.0,0.0
545.0,421.9301532654919,-217.42525454023058,-17.8565860682844,0.14043217978983014
546.0,-219.33959420363055,270.0749910535362,72.28405298264556,0.0068640523945879585
547.0,0.0,0.0,0.0,0.0
548.0,0.0,0.0,0.0,0.0
549.0,0.0,0.0,0.0,0.0
550.0,0.0,0.0,0.0,0.0
551.0,0.0,0.0,0.0,0.0
552.0,0.0,0.0,0.0,0.0
553.0,0.0,0.0,0.0,0.0
554.0,0.0,0.0,0.0,0.0
555.0,0.0,0.0,0.0,0.0
556.0,0.0,0.0,0.0,0.0
557.0,0.0,0.0,0.0,0.0
558.0,0.0,0.0,0.0,0.0
559.0,0.0,0.0,0.0,0.0
560.0,0.0,0.0,0.0,0.0
561.0,0.0,0.0,0.0,0.0
562.0,0.0,0.0,0.0,0.0
563.0,0.0,0.0,0.0,0.0
564.0,-640.4552516093497,-351.30691611004386,-268.4842359426977,0.034889152654318766
565.0,0.0,0.0,0.0,0.0
566.0,0.0,0.0,0.0,0.0
567.0,0.0,0.0,0.0,0.0
568.0,0.0,0.0,0.0,0.0
569.0,0.0,0.0,0.0,0.0
570.0,0.0,0.0,0.0,0.0
571.0,0.0,0.0,0.0,0.0
572.0,0.0,0.0,0.0,0.0
573.0,0.0,0.0,0.0,0.0
574.0,0.0,0.0,0.0,0.0
575.0,0.0,0.0,0.0,0.0
576.0,0.0,0.0,0.0,0.0
577.0,0.0,0.0,0.0,0.0
578.0,0.0,0.0,0.0,0.0
579.0,-178.02281168585984,32.14057595847199,-714.8425287455384,0.13020413921470508
580.0,0.0,0.0,0.0,0.0
581.0,0.0,0.0,0.0,0.0
582.0,0.0,0.0,0.0,0.0
583.0,0.0,0.0,0.0,0.0
584.0,0.0,0.0,0.0,0.0
585.0,0.0,0.0,0.0,0.0
586.0,0.0,0.0,0.0,0.0
587.0,0.0,0.0,0.0,0.0
588.0,0.0,0.0,0.0,0.0
589.0,0.0,0.0,0.0,0.0
590.0,0.0,0.0,0.0,0.0
591.0,-463.62935130289554,13.54394151738763,-151.9762897490359,0.0038115209493468634
592.0,0.0,0.0,0.0,0.0
